标题,信息,薪水,关键词,标签,其它,其它1,其它2,关键词3
"
          西安国联质量检测技术股份有限公司
        ",销售（兽药方向）,"
          8000-16000元
        ",面销/陌拜,面销/陌拜,"
          1-3年
        ","
          本科
        ",西安·长安·王寺,"
          民营
         
          500-999人
         
          检测/认证
        "
"
          陕西康鸿拓达金属有限公司
        ",业务销售员,"
          8000-16000元
        ",,,"
          1-3年
        ","
          大专
        ",九江·柴桑区·城子镇,"
          民营
         
          100-299人
         
          钢铁/有色金属冶炼及加工
        "
"
          南昌兴智数字文化有限公司
        ",销售的梦中情岗（好开单高提成氛围超好）,"
          1-1.7万·13薪
        ",,,"
          1年以下
        ","
          大专
        ",南昌·青山湖,"
          民营
         
          500-999人
         
          培训/辅导服务
        "
"
          山东银座汽车有限公司
        ",鸿蒙智行销售顾问,"
          9000-18000元
        ","新车
新势力品牌",新车,"
          1-3年
        ","
          大专
        ",烟台·龙口·新嘉,"
          国企
         
          500-999人
         
          汽车4S店/经销商
        "
"
          北京清析技术研究院
        ",试用期1.5w-高校科研销售-双休,"
          1.5-3万
        ","院校客户
个人客户
面销/陌拜",院校客户,"
          1-3年
        ","
          大专
        ",上海·浦东·南汇新城,"
          民营
         
          1000-9999人
         
          检测/认证
        "
"
          北京九思易自动化软件有限公司
        ",总经理助理——大客户销售方向,"
          1-2万·13薪
        ",,,"
          经验不限
        ","
          本科
        ",北京·海淀·中关村,"
          合资
         
          20-99人
         
          计算机软件
        "
"
          湖南先飞新能源有限公司
        ",新媒体销售,"
          8000-16000元
        ",销售,销售,"
          1-3年
        ","
          大专
        ",长沙·岳麓·学士,"
          股份制企业
         
          20-99人
         
          货运/物流/仓储
        "
"
          连云港中锦石英科技有限公司
        ",销售,"
          4000-5000元
        ","企业客户
医疗机构
面销/陌拜
渠道销售
电话销售",企业客户,"
          3-5年
        ","
          大专
        ",连云港·东海县·黄川镇," 
          100-299人
         
          新材料
        "
"
          浪潮集团
        ",大客户销售经理_46457,"
          1.5-2.5万
        ",区域销售,区域销售,"
          经验不限
        ","
          本科
        ",哈尔滨·松北·松北街道,"
          国企
         
          10000人以上
         
          IT服务
        "
"
          广东颐年养老服务有限公司
        ",销售,"
          6000-10000元
        ",,,"
          1-3年
        ","
          大专
        ",广州·海珠·赤岗,"  
          卫生服务
        "
"
          北京启创远景科技有限公司
        ",销售助理（武汉）,"
          9000-18000元
        ",,,"
          1-3年
        ","
          大专
        ",武汉·洪山·关山,"
          民营
         
          20-99人
         
          人工智能
        "
"
          郑州绿业元农业科技有限公司
        ",农药驻点销售代表-储备干部,"
          1-2万
        ","党员
退役军人
优秀学生会干部
国家励志奖学金
学生会主席",党员,"
          经验不限
        ","
          大专
        ",周口·川汇区,"
          民营
         
          1000-9999人
         
          农/林/牧/渔
        "
"
          湖南毅远信科技股份有限公司
        ",销售,"
          6000-12000元·13薪
        ",,,"
          经验不限
        ","
          本科
        ",长沙·长沙·泉塘,"
          股份制企业
         
          20-99人
         
          电气机械/电力设备
        "
"
          中国人寿保险股份有限公司北京市分公司朝阳区第一营销服务部
        ",销售,"
          8000-16000元
        ","续保
理赔
寿险
车险产品
理财保险",续保,"
          经验不限
        ","
          大专
        ",北京·朝阳·朝外,"
          国企
         
          1000-9999人
         
          保险
        "
"
          高化学(上海)国际贸易有限公司
        ",销售担当,"
          8000-16000元·13薪
        ","KA大客户
企业客户
区域销售
渠道销售
代理商销售",KA大客户,"
          经验不限
        ","
          本科
        ",上海·浦东·陆家嘴,"
          外商独资
         
          100-299人
         
          贸易/进出口
        "
"
          山东名流实业集团有限公司
        ",工业地产销售,"
          8000-16000元
        ","工业房产
企业级客户资源开发
定制化选址解决方案
政策与市场动态跟踪",工业房产,"
          1-3年
        ","
          大专
        ",威海·环翠区·羊亭镇,"
          民营
         
          100-299人
         
          电气机械/电力设备
        "
"
          公牛集团股份有限公司
        ",大客户销售经理（杭州）(J22470),"
          1-1.8万·14薪
        ",工程渠道销售,工程渠道销售,"
          经验不限
        ","
          大专
        ",杭州·上城·小营,"
          上市公司
         
          10000人以上
         
          耐用消费品
        "
"
          廊坊市翔瑞虹迪汽车销售有限公司
        ",充电桩销售岗位,"
          1-2万
        ",,,"
          经验不限
        ","
          大专
        ",北京·朝阳," 
          20-99人
         
          汽车4S店/经销商
        "
"
          爱谱华顿
        ",弱电销售经理,"
          1-2万
        ","面销/陌拜
弱电
智能安防
智慧城市",面销/陌拜,"
          经验不限
        ","
          本科
        ",北京·朝阳,"
          合资
         
          1000-9999人
         
          电子/半导体/集成电路
        "
"
          牧原股份
        ",销售管培生（底薪8k起）,"
          1.5-2万
        ","销售方向
猪肉产品
农贸
商超
市场营销方向",销售方向,"
          经验不限
        ","
          本科
        ",延边·延吉市·进学街道,"
          上市公司
         
          10000人以上
         
          农/林/牧/渔
        "
"
          湖北渤海生物控股集团有限公司
        ",农资销售（无责底薪3500+全勤1500）,"
          1.5-2万
        ","面销/陌拜
地推销售",面销/陌拜,"
          1-3年
        ","
          大专
        ",开封·龙亭区,"
          股份制企业
         
          500-999人
         
          农/林/牧/渔
        "
"
          青岛海名国际会展有限公司
        ",会展高薪销售（医疗器械展、口腔器材展）,"
          9000-18000元
        ","电话销售
网络销售
企业客户
政府客户
医疗机构",电话销售,"
          经验不限
        ","
          大专
        ",青岛·城阳·上马,"
          民营
         
          100-299人
         
          广告/营销
        "
"
          绿萌科技股份有限公司
        ",海外销售工程师,"
          1.5-2万
        ",区域销售,区域销售,"
          经验不限
        ","
          本科
        ",赣州·信丰县·西牛镇,"
          股份制企业
         
          1000-9999人
         
          电气机械/电力设备
        "
"
          北京雪花电器集团公司
        ",销售,"
          7000-8000元
        ",,,"
          3-5年
        ","
          本科
        ",北京·丰台·玉泉营,"
          国企
         
          100-299人
         
          金属制品业
        "
"
          探迹科技
        ",在风口行业驾驭AI（双休+AI软件销售）,"
          9000-18000元
        ","KA大客户
企业客户
个人客户
面销/陌拜
电话销售
网络销售",KA大客户,"
          经验不限
        ","
          大专
        ",深圳·龙岗·坂田,"
          民营
         
          1000-9999人
         
          互联网
        "
"
          江西昊汉科技有限公司
        ",销售,"
          4000-8000元
        ","面销/陌拜
渠道销售
政府客户
院校客户",面销/陌拜,"
          1-3年
        ","
          大专
        ",抚州·临川区·钟岭街道," 
          20-99人
         
          IT服务
        "
"
          光合新智(武汉)科技有限公司
        ",月薪15k+ai产品销售 弹性打卡 想赚钱的来！,"
          1-2万
        ",,,"
          1-3年
        ","
          大专
        ",武汉·洪山·关山,"
          民营
         
          1000-9999人
         
          培训/辅导服务
        "
"
          泰州市梅兰春酒业销售有限公司
        ",销售,"
          5000-10000元
        ","政府客户
企业客户
个人客户
面销/陌拜
代理商销售
渠道销售",政府客户,"
          经验不限
        ","
          学历不限
        ",泰州·海陵区·城西街道,"
          民营
         
          300-499人
         
          烟草/酒业
        "
"
          湖南亚美茶油股份有限公司
        ",私域客服，商务，销售主管/助理,"
          1-1.8万
        ",私域客服,私域客服,"
          1-3年
        ","
          大专
        ",长沙·雨花·井湾子,"
          民营
         
          100-299人
         
          食品/饮料
        "
"
          广州欢创信息咨询有限公司
        ",周末双休/TOB销售/网易平台,"
          1.5-3万
        ","面销/陌拜
渠道销售",面销/陌拜,"
          1-3年
        ","
          大专
        ",杭州·滨江·长河,"
          民营
         
          10000人以上
         
          人力资源服务
        "
"
          江苏宏亿精工股份有限公司
        ",外贸销售,"
          1.5-2万
        ",英语,英语,"
          1-3年
        ","
          本科
        ",常州·武进·遥观,"
          股份制企业
         
          500-999人
         
          金属制品业
        "
"
          智林(苏州)数字技术有限公司
        ",销售,"
          8000-15000元
        ","渠道销售
代理商销售
本科、高职、中职、教育局",渠道销售,"
          5-10年
        ","
          大专
        ",苏州·吴中·胥口," 
          20-99人
         
          通信/网络设备
        "
"
          益盟股份有限公司
        ",证券软件销售＋五险一金＋腾讯控股＋精准客源,"
          1-2万
        ","电话销售
个人客户
证券从业资格证
基金从业资格证
股票软件
证券经纪人",电话销售,"
          经验不限
        ","
          大专
        ",上海·杨浦·新江湾城,"
          股份制企业
         
          1000-9999人
         
          证券/期货
        "
"
          山东张验兵标识有限责任公司
        ",销售,"
          4000-8000元
        ","广告公司
电话销售
网络销售",广告公司,"
          经验不限
        ","
          学历不限
        ",东营·东营区·胜园街道,"
          民营
         
          100-299人
         
          广告/营销
        "
"
          合肥佳和之宝汽车销售服务有限公司
        ",销售顾问（宝马4S店）,"
          1.5-3万
        ","豪华车
合资车
新车销售
车展销售
新车
豪华品牌",豪华车,"
          1-3年
        ","
          大专
        ",合肥·蜀山·荷叶地,"
          民营
         
          100-299人
         
          汽车4S店/经销商
        "
"
          西安中宝汽车销售服务有限公司
        ",宝马销售主管,"
          1-2万
        ",,,"
          1-3年
        ","
          大专
        ",西安·长安·韦曲,"
          股份制企业
         
          100-299人
         
          汽车研发/制造
        "
"
          博路威机械江苏有限公司
        ",助理销售工程师,"
          8000-16000元
        ","KA大客户
企业客户
区域销售
面销/陌拜
行业经验优先
商务能力较高",KA大客户,"
          1-3年
        ","
          大专
        ",常州·新北·龙虎塘,"
          民营
         
          100-299人
         
          专用设备制造
        "
"
          重庆市宇红轨道车辆配件有限公司
        ",销售,"
          5000-10000元
        ",营销计划,营销计划,"
          1-3年
        ","
          本科
        ",重庆·綦江·文龙,"
          股份制企业
         
          100-299人
         
          客运服务
        "
"
          易车公司
        ",营销/销售-上海-汽车/广告(J12662),"
          1.5-2万
        ","互联网广告
新媒体广告",互联网广告,"
          1-3年
        ","
          大专
        ",上海·长宁·新泾,"
          外商独资
         
          1000-9999人
         
          互联网
        "
"
          天源迪科
        ",检察行业销售代表,"
          1.5-1.9万
        ","KA大客户
政府客户
渠道销售
面销/陌拜
企业客户",KA大客户,"
          经验不限
        ","
          大专
        ",成都·武侯·红牌楼,"
          民营
         
          1000-9999人
         
          计算机软件
        "
"
          牧原股份
        ",销售管理管培生,"
          1.5-2万
        ","销售方向
猪肉产品
农贸
商超
市场营销方向",销售方向,"
          经验不限
        ","
          本科
        ",衢州·龙游县·模环乡,"
          上市公司
         
          10000人以上
         
          农/林/牧/渔
        "
"
          河南江腾科技有限公司
        ",销售,"
          5000-10000元
        ",个人客户,个人客户,"
          经验不限
        ","
          学历不限
        ",郑州·中原·沟赵,"
          其它
         
          20-99人
         
          通信/网络设备
        "
"
          华领控股集团有限公司
        ",销售,"
          7000-14000元
        ",面销/陌拜,面销/陌拜,"
          1-3年
        ","
          高中
        ",沈阳·铁西·笃工,"
          民营
         
          300-499人
         
          工程施工
        "
"
          哈尔滨富康牧业有限公司
        ",饲料销售,"
          8000-16000元
        ","个人客户
面销/陌拜
渠道销售
地推销售",个人客户,"
          经验不限
        ","
          大专
        ",营口·鲅鱼圈区·海星街道,"
          股份制企业
         
          500-999人
         
          农/林/牧/渔
        "
"
          苏州千机智能技术有限公司
        ",大客户销售,"
          1.5-2.5万
        ",,,"
          经验不限
        ","
          本科
        ",苏州·吴中·唯亭,"
          民营
         
          100-299人
         
          计算机软件
        "
"
          中国平安人寿保险股份有限公司宁夏分公司银川市东城营销服务部
        ",销售培训讲师,"
          8000-16000元
        ","企业培训
销售培训
职业与技能培训
教资培训
设计培训
财会培训
线下授课
集体授课",企业培训,"
          1-3年
        ","
          大专
        ",银川·兴庆区·丽景街街道,"
          股份制企业
         
          10000人以上
         
          保险
        "
"
          安徽百旺金赋信息科技有限公司
        ",销售财税专员,"
          9000-18000元
        ",,,"
          经验不限
        ","
          大专
        ",合肥·蜀山·高新区,"
          股份制企业
         
          100-299人
         
          IT服务
        "
"
          合肥路政通反光材料有限公司
        ",销售,"
          9000-15000元
        ",面销/陌拜,面销/陌拜,"
          1-3年
        ","
          大专
        ",合肥·蜀山·高新区,"
          其它
         
          20-99人
         
          贸易/进出口
        "
"
          尚为照明
        ",销售,"
          4000-8000元
        ","企业客户
政府客户
面销/陌拜
电话销售
渠道销售",企业客户,"
          经验不限
        ","
          大专
        ",武威·凉州区·高坝镇,"
          民营
         
          1000-9999人
         
          电子/半导体/集成电路
        "
"
          西安亚威材料科技有限公司
        ",销售,"
          7000-13000元
        ","企业客户
面销/陌拜",企业客户,"
          经验不限
        ","
          大专
        ",西安·未央·三桥,"
          民营
         
          20-99人
         
          军工制造
        "
"
          安徽丹粮贸易有限公司
        ",销售,"
          4000-8000元
        ",,,"
          经验不限
        ","
          大专
        ",合肥·蜀山·高新区,"
          民营
         
          20-99人
         
          食品/饮料
        "
"
          福建海峡企业管理服务有限公司
        ",对外劳务销售经理,"
          1.5-2万
        ","国外劳务派遣
劳务合作",国外劳务派遣,"
          1-3年
        ","
          本科
        ",福州·闽侯·荆溪,"
          国企
         
          10000人以上
         
          专业技术服务
        "
"
          华丰动力股份有限公司
        ",国际业务销售,"
          8000-16000元
        ",,,"
          1-3年
        ","
          本科
        ",潍坊·奎文·清池,"
          合资
         
          500-999人
         
          电气机械/电力设备
        "
"
          江苏旭海光电科技有限公司
        ",销售,"
          3000-6000元
        ",,,"
          经验不限
        ","
          大专
        ",徐州·泉山区·庞庄街道,"
          民营
         
          100-299人
         
          仪器仪表制造
        "
"
          鸿星新材料
        ",外贸销售业务员,"
          1-2万
        ",,,"
          1-3年
        ","
          本科
        ",滨州·滨城区·小营街道,"
          上市公司
         
          1000-9999人
         
          金属制品业
        "
"
          青岛倍特机械科技有限公司
        ",销售,"
          6000-12000元
        ",会议/会展销售	面销/陌拜	KA大客户	,会议/会展销售	,"
          1-3年
        ","
          高中
        ",青岛·莱西·水集,"
          股份制企业
         
          20-99人
         
          通用设备制造
        "
"
          郑州绿业元农业科技有限公司
        ",农药驻点销售代表-招储备干部,"
          1-2万
        ","党员
三好学生
奖学金获得者
优秀学生会干部
省级优秀毕业生",党员,"
          经验不限
        ","
          大专
        ",合肥·瑶海·长淮,"
          民营
         
          1000-9999人
         
          农/林/牧/渔
        "
"
          重庆大雁旅居营销策划(集团)有限公司
        ",应届生/底薪5000-7000/五险一金 销售专员,"
          1.2-2.4万
        ","KA大客户
企业客户
个人客户
地推销售
面销/陌拜
网络销售",KA大客户,"
          经验不限
        ","
          本科
        ",重庆·渝北,"
          民营
         
          100-299人
         
          房地产中介
        "
"
          陕西欧派克仪表集团有限公司
        ",销售,"
          4000-6000元
        ","企业客户
电话销售
网络销售
代理商销售",企业客户,"
          1-3年
        ","
          大专
        ",西安·长安·郭杜,"
          民营
         
          100-299人
         
          仪器仪表制造
        "
"
          明亚保险经纪股份有限公司新疆分公司
        ",保险经纪销售人员（昌吉）,"
          1.1-1.6万
        ",销售,销售,"
          经验不限
        ","
          大专
        ",乌鲁木齐·新市区·杭州路街道,"
          股份制企业
         
          100-299人
         
          保险
        "
"
          兴业银行武汉分行
        ",信用卡销售经理,"
          1-2万
        ","销售经理
面销/陌拜",销售经理,"
          1-3年
        ","
          本科
        ",武汉·武昌,"
          股份制企业
         
          1000-9999人
         
          银行
        "
"
          牧原股份
        ",2026届销售管培生,"
          8000-16000元
        ","市场推广
市场策划
市场拓展
公关营销
品牌营销
整合营销",市场推广,"
          经验不限
        ","
          本科
        ",孝感·孝南区,"
          上市公司
         
          10000人以上
         
          农/林/牧/渔
        "
"
          常德市财迅通会计服务有限公司
        ",销售,"
          4000-8000元
        ","地推
电销
面销
企业客户
政府机构
全国
财务咨询
知识产权/专利",地推,"
          经验不限
        ","
          学历不限
        ",常德·武陵区·穿紫河街道,"
          民营
         
          20-99人
         
          财务/审计/税务
        "
"
          麦田房产
        ",豪宅销售顾问-底薪7000-师傅带教,"
          1-1.9万
        ","集团直聘
住宿方案",集团直聘,"
          经验不限
        ","
          本科
        ",北京·石景山·古城,"
          民营
         
          10000人以上
         
          房地产中介
        "
"
          高德红外
        ",俄语销售工程师(J10649),"
          1.5-2.5万·14薪
        ",俄语,俄语,"
          经验不限
        ","
          本科
        ",武汉·江夏,"
          股份制企业
         
          1000-9999人
         
          仪器仪表制造
        "
"
          泰康之家经营管理有限公司
        ",保健品销售,"
          1-2万
        ","KA大客户
企业客户
政府客户
面销/陌拜
渠道销售
大客户开发
渠道拓展
产品销售",KA大客户,"
          1-3年
        ","
          大专
        ",昆明·呈贡·斗南,"
          民营
         
          10000人以上
         
          养老/孤儿/看护
        "
"
          山东璟禾生物科技有限公司
        ",销售经理,"
          1.5-3万
        ","渠道销售
门店销售
网络销售",渠道销售,"
          1-3年
        ","
          大专
        ",潍坊·潍城·西关,"
          股份制企业
         
          500-999人
         
          医疗设备/器械
        "
"
          上海飞鹰超华数字科技有限公司
        ",销售,"
          4000-8000元
        ","电话销售
企业客户",电话销售,"
          1-3年
        ","
          学历不限
        ",苏州·花桥," 
          20-99人
         
          会议/展览
        "
"
          宁波市跨越速运有限公司
        ",销售助理,"
          1-2万
        ",,,"
          1-3年
        ","
          大专
        ",宁波·江北·前江,"
          其它
         
          500-999人
         
          货运/物流/仓储
        "
"
          青岛艾克国际物流有限公司
        ",销售,"
          8000-16000元
        ",,,"
          1-3年
        ","
          大专
        ",青岛·市南·湛山,"
          民营
         
          20-99人
         
          货运/物流/仓储
        "
"
          陕西东方环保产业集团有限公司
        ",销售,"
          4000-8000元
        ",,,"
          1-3年
        ","
          学历不限
        ",咸阳·武功县·大庄镇,"
          民营
         
          100-299人
         
          印刷/包装/造纸
        "
"
          广州市美通供应链管理有限公司
        ",海外仓销售,"
          1.2-2万·13薪
        ","KA大客户
企业客户
面销/陌拜
电话销售
网络销售",KA大客户,"
          1-3年
        ","
          大专
        ",广州·白云·鹤龙,"
          股份制企业
         
          1000-9999人
         
          货运/物流/仓储
        "
"
          北京泰科纳技术有限公司
        ",销售,"
          1-1.5万
        ","精密测量行业
质量控制流程
质检相关",精密测量行业,"
          经验不限
        ","
          本科
        ",北京·朝阳,"
          民营
         
          20-99人
         
          专用设备制造
        "
"
          首汽租车
        ",销售,"
          4000-8000元
        ","企业客户
政府客户",企业客户,"
          1-3年
        ","
          大专
        ",嘉兴·南湖区·长水街道,"
          国企
         
          1000-9999人
         
          租赁服务
        "
"
          山东勇晖网络科技有限公司
        ",销售顾问 五险一金 高温补贴,"
          1-2万
        ","企业客户
面销/陌拜
电话销售",企业客户,"
          1-3年
        ","
          大专
        ",湖州·长兴县·太湖街道,"
          股份制企业
         
          10000人以上
         
          人力资源服务
        "
"
          中国平安
        ",六险一金周末双休法休销售运营岗位,"
          面议
        ","KA大客户
个人客户
面销/陌拜
电话销售
网络销售",KA大客户,"
          经验不限
        ","
          大专
        ",常德·鼎城区·红云街道,"
          上市公司
         
          10000人以上
         
          银行
        "
"
          迈基诺基因
        ",销售主管（基因检测-昆明）,"
          8000-16000元
        ","生物工程
医药行业",生物工程,"
          经验不限
        ","
          本科
        ",昆明·西山·金碧,"
          股份制企业
         
          100-299人
         
          医药制造
        "
"
          贵州文源教育咨询服务有限公司
        ",销售,"
          4000-8000元
        ","抖音
教育类",抖音,"
          经验不限
        ","
          本科
        ",贵阳·观山湖·长岭,"
          其它
         
          20人以下
         
          新媒体
        "
"
          河南力维明健康管理咨询有限公司
        ",销售,"
          3000-6000元
        ",,,"
          经验不限
        ","
          学历不限
        ",鹤壁·淇滨区·钜桥镇,"
          其它
         
          20-99人
         
          美发/美容/保健
        "
"
          中国人寿保险股份有限公司大同分公司
        ",销售,"
          3000-6000元
        ",,,"
          经验不限
        ","
          大专
        ",大同·平城区·新旺街道,"
          国企
         
          10000人以上
         
          保险
        "
"
          美建建筑系统(中国)有限公司
        ",海外销售（沙特）,"
          1.5-3万
        ","会说汉语的当地人
吉隆坡
C端客户
建筑行业营销经验
钢结构厂房销售",会说汉语的当地人,"
          1-3年
        ","
          大专
        ",上海·闵行·莘庄,"
          合资
         
          500-999人
         
          房地产开发
        "
"
          国能日新科技股份有限公司
        ",电力交易销售,"
          1.5-3万
        ",,,"
          1-3年
        ","
          大专
        ",北京·海淀·西三旗,"
          上市公司
         
          500-999人
         
          电力/水利/热力/燃气
        "
"
          牧原股份
        ",销售管培生（底薪8千/五险一金/中国500强）,"
          1.5-2万
        ","市场营销方向
销售方向",市场营销方向,"
          经验不限
        ","
          本科
        ",大庆·龙凤区·三永街道,"
          上市公司
         
          10000人以上
         
          农/林/牧/渔
        "
"
          沅亨流体科技(昆山)有限公司
        ",销售工程师,"
          8000-16000元
        ","KA大客户
企业客户
院校客户
区域销售
渠道销售
面销/陌拜",KA大客户,"
          1-3年
        ","
          本科
        ",西安·新城·中山门,"
          合资
         
          100-299人
         
          仪器仪表制造
        "
"
          广州迪凯沃教育科技有限公司
        ",课程销售经理,"
          1.1-2万
        ","电话销售
网络销售
地推销售
团队管理",电话销售,"
          1-3年
        ","
          大专
        ",佛山·三水·西南街道," 
          100-299人
         
          培训/辅导服务
        "
"
          核桃编程
        ",包餐！教培销售（公司给数据/轻松过万）,"
          1.2-1.6万
        ","个人客户
无需经验
有培训、有带教
入职六险一金",个人客户,"
          经验不限
        ","
          大专
        ",武汉·洪山·关山,"
          民营
         
          1000-9999人
         
          计算机软件
        "
"
          中国太平洋人寿保险股份有限公司山西分公司金玉兰管理部
        ",销售管理,"
          1.5-3万
        ","KA大客户
企业客户
个人客户
面销/陌拜
电话销售
渠道销售",KA大客户,"
          经验不限
        ","
          大专
        ",太原·万柏林·长风西街,"
          国企
         
          10000人以上
         
          保险
        "
"
          绥化市鑫淼电子科技有限公司
        ",销售,"
          2000-4000元
        ","网络销售
门店销售",网络销售,"
          1年以下
        ","
          中专/中技
        ",绥化·北林区·大有街道,"
          其它
         
          20人以下
         
          消费电子产品
        "
"
          智联招聘
        ",销售,"
          8000-15000元·13薪
        ","企业客户
面销/陌拜
电话销售
网络销售
目标感强",企业客户,"
          1-3年
        ","
          大专
        ",无锡·滨湖·太湖,"
          其它
         
          300-499人
         
          互联网
        "
"
          万盛股份
        ",销售工程师,"
          1-2万
        ",,,"
          1-3年
        ","
          本科
        ",广州·海珠·琶洲,"
          上市公司
         
          1000-9999人
         
          化工
        "
"
          吉林省华通汽车服务有限公司
        ",汽车销售顾问,"
          1.2-2.4万
        ",,,"
          1年以下
        ","
          大专
        ",长春·宽城·奋进,"
          民营
         
          100-299人
         
          汽车4S店/经销商
        "
"
          侯马经济技术开发区海融中小企业融资担保有限公司
        ",销售(银行保函业务),"
          1-1.8万
        ","融资担保
工程担保
投标担保",融资担保,"
          经验不限
        ","
          大专
        ",上海·青浦·徐泾,"
          股份制企业
         
          100-299人
         
          信托
        "
"
          宜宾英发德耀科技有限公司
        ",海外销售经理,"
          1.5-2.5万
        ","欧美区域
中东区域
东南亚区域
电池片",欧美区域,"
          经验不限
        ","
          本科
        ",南京·浦口·泰山,"
          民营
         
          1000-9999人
         
          新能源
        "
"
          西藏一站式实业有限责任公司
        ",销售,"
          3000-6000元·25薪
        ","市场营销
市场调研",市场营销,"
          经验不限
        ","
          学历不限
        ",拉萨,"
          民营
         
          20-99人
         
          通信/网络设备
        "
"
          乌鲁木齐鸿利盛祥安防技术有限公司
        ",销售,"
          8000-16000元
        ","企业客户
面销/陌拜
安防技术产品销售
客户关系管理
需求挖掘",企业客户,"
          1-3年
        ","
          大专
        ",乌鲁木齐·沙依巴克区·西山街道,"
          民营
         
          20-99人
         
          工程技术与设计服务
        "
"
          大汉软件
        ",大客户销售经理（杭州）,"
          1.5-2.5万
        ","面销/陌拜
区域销售",面销/陌拜,"
          经验不限
        ","
          本科
        ",杭州·拱墅·潮鸣,"
          民营
         
          500-999人
         
          计算机软件
        "
"
          CHINAAFRICABUILDINGMATERIALNIG
        ",英语销售外勤（会开车，工作地在沙特）,"
          1.5-2.5万
        ","英语
阿里巴巴国际站
中国制造网",英语,"
          1-3年
        ","
          大专
        ",沙特阿拉伯,"
          民营
         
          10000人以上
         
          建材
        "
"
          深圳市世盖易科技有限公司
        ",海外仓销售,"
          1.3-2万
        ",,,"
          经验不限
        ","
          大专
        ",宁波·鄞州·首南,"
          民营
         
          100-299人
         
          货运/物流/仓储
        "
"
          广州市竞芊贸易有限公司
        ",销售经理（长期出差非洲岗）,"
          1.5-2.5万
        ","个人客户
渠道销售
地推销售
代理商销售",个人客户,"
          1-3年
        ","
          本科
        ",广州·天河·冼村,"
          民营
         
          1000-9999人
         
          贸易/进出口
        "
"
          广德金悦酒店管理有限公司
        ",销售总监,"
          1.5-2万
        ",,,"
          1-3年
        ","
          大专
        ",宣城·广德市·桃州镇," 
          100-299人
         
          酒店/民宿
        "
"
          四川省国经食品有限责任公司
        ",销售,"
          6000-12000元
        ",,,"
          1-3年
        ","
          大专
        ",成都·锦江·柳江," 
          20-99人
         
          零售/批发
        "
"
          山东英科医疗制品有限公司
        ",国际销售专员(A211264),"
          9000-18000元
        ","英语
中国制造网
Facebook
linkedIn
WhatsApp
Google
Twitter",英语,"
          1-3年
        ","
          本科
        ",潍坊·青州·邵庄,"
          上市公司
         
          1000-9999人
         
          医疗设备/器械
        "
"
          苏州青森金属有限公司
        ",销售,"
          5000-10000元
        ",工业铝材,工业铝材,"
          经验不限
        ","
          学历不限
        ",苏州·巴城,"
          其它
         
          20人以下
         
          钢铁/有色金属冶炼及加工
        "
"
          牧原股份
        ",销售管理管培生,"
          1.5-2万
        ","销售方向
猪肉产品
农贸
商超
市场营销方向",销售方向,"
          经验不限
        ","
          本科
        ",常德·武陵区·穿紫河街道,"
          上市公司
         
          10000人以上
         
          农/林/牧/渔
        "
"
          郑州绿业元农业科技有限公司
        ",农药驻点销售管培生-招优秀毕业生,"
          9000-18000元
        ","销售方向
优秀毕业生
党员
奖学金获得者
三好学生
退役军人
学生会干部
班干部",销售方向,"
          经验不限
        ","
          大专
        ",许昌·禹州市·夏都街道,"
          民营
         
          1000-9999人
         
          农/林/牧/渔
        "
"
          金慧科技
        ",底薪 8.5k(含五险一金)+周末双休+销售岗,"
          1.3-2.1万
        ","KA大客户
企业客户
医疗机构
大客户（KA）",KA大客户,"
          1年以下
        ","
          大专
        ",厦门·思明·莲前,"
          上市公司
         
          10000人以上
         
          互联网
        "
"
          北京嘉荣鑫旺养老服务有限公司
        ",养老社区销售,"
          1.5-2.4万·13薪
        ","销售经理
房地产相关销售履历
教培行业销售
个人客户
KA大客户
电话销售
面销/陌拜
地推销售",销售经理,"
          1-3年
        ","
          大专
        ",北京·朝阳·建外," 
          100-299人
         
          卫生服务
        "
"
          广东派乐玛新材料科技有限公司
        ",海外销售,"
          1.5-3万
        ","南美
北美
欧洲
B端客户
商品
美签",南美,"
          1-3年
        ","
          本科
        ",东莞·大朗镇,"
          民营
         
          100-299人
         
          化工
        "
"
          武汉光谷卓越科技股份有限公司
        ",销售工程师（湖北）,"
          1.2-2万
        ","企业客户
KA大客户
政府客户
区域销售
面销/陌拜
渠道销售",企业客户,"
          经验不限
        ","
          本科
        ",武汉·江夏·佛祖岭,"
          民营
         
          100-299人
         
          IT服务
        "
"
          替科斯科技集团有限责任公司
        ",销售,"
          8000-12000元
        ",,,"
          经验不限
        ","
          学历不限
        ",北京·朝阳·来广营,"
          民营
         
          100-299人
         
          专用设备制造
        "
"
          麦田房产
        ",销售服装设计转岗 底薪7k,"
          1.2-1.9万
        ",,,"
          经验不限
        ","
          大专
        ",北京·朝阳·建外,"
          民营
         
          10000人以上
         
          房地产中介
        "
"
          北京欧亚凯地商贸有限责任公司
        ",销售经理,"
          1-2万
        ","电话销售
面销/陌拜
会议/会展销售",电话销售,"
          1-3年
        ","
          大专
        ",北京·丰台·新村,"
          民营
         
          100-299人
         
          邮政/快递
        "
"
          中国平安
        ",六险一金周末双休法休销售运营岗位,"
          面议
        ","KA大客户
个人客户
面销/陌拜
电话销售
网络销售",KA大客户,"
          经验不限
        ","
          大专
        ",北京·丰台·太平桥,"
          上市公司
         
          10000人以上
         
          银行
        "
