标题,信息,薪水,关键词,标签,其它,其它1,其它2,关键词3
"
          洛浦西海新能源材料有限公司
        ",人力资源主管,"
          8000-10000元
        ","高端岗位招聘
人力资源管理员
高级人力资源管理师",高端岗位招聘,"
          3-5年
        ","
          大专
        ",和田·洛浦县·山普鲁镇,"
          民营
         
          1000-9999人
         
          新能源
        "
"
          中国人民大学出版社
        ",人力资源实习生,"
          120-150元/天
        ",,,"
          经验不限
        ","
          本科
        ",北京·海淀·海淀街道,"
          国企
         
          500-999人
         
          新闻/出版
        "
"
          古北水镇
        ",人力资源行政培训实习生,"
          130-140元/天
        ",,,"
          经验不限
        ","
          大专
        ",北京·密云·古北口,"
          合资
         
          1000-9999人
         
          旅游服务
        "
"
          昆明兆驰科技有限公司
        ",人力资源总监,"
          8000-16000元
        ","人力资源规划
绩效管理
招聘",人力资源规划,"
          3-5年
        ","
          本科
        ",昆明·五华·普吉,"
          民营
         
          20-99人
         
          专业技术服务
        "
"
          智联招聘
        ",人力资源实习生,"
          110-120元/天
        ","提供实习证明
招聘
校园招聘",提供实习证明,"
          经验不限
        ","
          本科
        ",福州·台江·宁化,"
          其它
         
          300-499人
         
          互联网
        "
"
          宁波信泰机械有限公司
        ",人力资源实习生-英语OK,"
          2000-3000元
        ","招聘
人力资源",招聘,"
          经验不限
        ","
          本科
        ",上海·嘉定·安亭,"
          外商独资
         
          10000人以上
         
          汽车研发/制造
        "
"
          北京金源投资管理有限公司
        ",人力资源岗,"
          6000-8000元
        ","薪酬福利
员工关系
考勤管理
人事手续办理
培训需求调研",薪酬福利,"
          1-3年
        ","
          本科
        ",北京·西城·白纸坊,"
          股份制企业
         
          500-999人
         
          耐用消费品
        "
"
          深圳市东苗家政服务有限公司
        ",人力资源转行做陪诊师10000+,"
          1-1.2万
        ",妇产科,妇产科,"
          经验不限
        ","
          学历不限
        ",深圳·龙岗·龙岗街道,"
          其它
         
          100-299人
         
          在线生活服务（O2O）
        "
"
          津西股份
        ",人力资源专员,"
          6000-8000元
        ",,,"
          经验不限
        ","
          本科
        ",唐山·迁西县·三屯营镇," 
          1000-9999人
         
          矿产/采掘
        "
"
          深圳市国策房地产土地资产评估有限公司
        ",人力资源副总监,"
          1.5-2.5万
        ","职能岗位招聘
销售岗位招聘
技术岗位招聘",职能岗位招聘,"
          3-5年
        ","
          本科
        ",深圳·福田·莲花,"
          民营
         
          500-999人
         
          房地产中介
        "
"
          新东方教育科技集团有限公司
        ",人力资源实习生,"
          100-200元/天
        ","团队搭建经验
HRBP
社会招聘
教育",团队搭建经验,"
          经验不限
        ","
          本科
        ",南宁·西乡塘·西乡塘街道,"
          上市公司
         
          10000人以上
         
          培训/辅导服务
        "
"
          上海邦芒人力资源有限公司
        ",城市经理/人力资源行业/双休,"
          1.5-2万
        ",,,"
          5-10年
        ","
          本科
        ",深圳·福田·香蜜湖,"
          民营
         
          1000-9999人
         
          人力资源服务
        "
"
          德恩咨询集团管理有限公司
        ",人力资源招聘专员（双休、法休、五险）,"
          4000-5000元
        ","内部招聘
社会招聘",内部招聘,"
          1-3年
        ","
          大专
        ",呼和浩特·赛罕,"
          民营
         
          20-99人
         
          咨询服务
        "
"
          碧桂园生活服务集团股份有限公司
        ",人力资源专员/助理,"
          面议
        ",,,"
          1-3年
        ","
          本科
        ",兰州·城关区·青白石街道,"
          民营
         
          10000人以上
         
          物业管理
        "
"
          猎聘
        ",人力资源电话销售,"
          1.5-2万
        ",,,"
          1-3年
        ","
          本科
        ",杭州·余杭·五常,"
          上市公司
         
          1000-9999人
         
          咨询服务
        "
"
          淮南千行文化传媒有限公司
        ",人力资源专员/助理,"
          4000-8000元
        ","招聘
员工关系
人事培训",招聘,"
          经验不限
        ","
          学历不限
        ",淮南·田家庵区·朝阳街道," 
          20-99人
         
          文化艺术/娱乐
        "
"
          徐州中旺食品科技有限公司
        ",人力资源经理,"
          7000-10000元
        ","招聘
人事培训
员工关系
管理经验",招聘,"
          1-3年
        ","
          本科
        ",徐州·贾汪区·大吴街道,"
          民营
         
          100-299人
         
          食品/饮料
        "
"
          盛合晶微半导体(江阴)有限公司
        ",2026届-人力资源管培生,"
          4000-6000元·14薪
        ","招聘
员工关系
绩效管理",招聘,"
          经验不限
        ","
          本科
        ",无锡·江阴·城东,"
          其它
         
          1000-9999人
         
          电子/半导体/集成电路
        "
"
          辽宁曙光汽车集团股份有限公司
        ",人力资源管理储备,"
          3000-4000元
        ","招聘
员工关系
绩效管理",招聘,"
          经验不限
        ","
          本科
        ",丹东·振兴区·浪头镇,"
          上市公司
         
          1000-9999人
         
          汽车研发/制造
        "
"
          中创集团
        ",人力资源专员/主管,"
          6000-10000元
        ","人事培训
组织发展
招聘",人事培训,"
          1-3年
        ","
          本科
        ",广州·天河·冼村,"
          民营
         
          100-299人
         
          房地产开发
        "
"
          青岛巽丰科技服务有限公司
        ",人力资源,"
          5000-8000元
        ",招聘,招聘,"
          经验不限
        ","
          本科
        ",青岛·市北," 
          20-99人
         
          计算机软件
        "
"
          天津奥天圣捷装饰工程有限公司
        ",人力资源专员（前台）,"
          4000-6000元
        ",人力资源管理员,人力资源管理员,"
          1-3年
        ","
          大专
        ",天津·河西·友谊路,"
          民营
         
          20-99人
         
          装饰装修
        "
"
          武汉鑫启耀人力资源有限公司
        ",人力资源招聘专员,"
          5000-8000元
        ","社会招聘
蓝领岗位招聘",社会招聘,"
          1-3年
        ","
          学历不限
        ",武汉·蔡甸·沌口,"
          合资
         
          20人以下
         
          人力资源服务
        "
"
          甘肃华悦信息系统工程有限责任公司
        ",人力资源经理,"
          6000-8000元
        ","绩效管理
薪酬福利
HRBP",绩效管理,"
          1-3年
        ","
          本科
        ",兰州·城关区·张掖路街道,"
          股份制企业
         
          20-99人
         
          机器人
        "
"
          共达电声
        ",分子公司人力资源主管,"
          8000-16000元
        ","绩效管理
招聘
HRBP",绩效管理,"
          5-10年
        ","
          本科
        ",潍坊·奎文·梨园,"
          股份制企业
         
          1000-9999人
         
          电子/半导体/集成电路
        "
"
          唐人神集团
        ",人力资源专员,"
          8000-9000元·13薪
        ","人力资源管理员
招聘
绩效管理
员工关系",人力资源管理员,"
          1-3年
        ","
          本科
        ",株洲·天元区·嵩山路街道,"
          股份制企业
         
          1000-9999人
         
          农/林/牧/渔
        "
"
          猎益猎头
        ",人力资源招聘顾问石家庄- 国内前十平台+双休+五险一金,"
          5000-10000元
        ","人力资源管理
招聘配置
职位分析
职业规划
人才发展
HRBP
猎头顾问
咨询顾问
电话咨询",人力资源管理,"
          经验不限
        ","
          本科
        ",石家庄·长安·育才,"
          民营
         
          100-299人
         
          人力资源服务
        "
"
          御臻代理服务
        ",hr人力资源专员,"
          5000-8000元
        ","招聘
人事培训
企业文化",招聘,"
          经验不限
        ","
          学历不限
        ",烟台·芝罘·向阳,"
          银行
         
          20-99人
         
          银行
        "
"
          河南禾润九丰农牧有限公司
        ",人力资源主管,"
          7000-8000元
        ","薪酬福利
员工关系
HRBP",薪酬福利,"
          1-3年
        ","
          本科
        ",洛阳·伊川·鸦岭,"
          上市公司
         
          1000-9999人
         
          农/林/牧/渔
        "
"
          福建星云电子股份有限公司
        ",人力资源实习生（招聘方向）,"
          3000-4000元
        ",社会招聘,社会招聘,"
          经验不限
        ","
          本科
        ",福州·马尾·马尾,"
          上市公司
         
          1000-9999人
         
          电子/半导体/集成电路
        "
"
          岳阳海吉星国际农产品市场开发有限公司
        ",人力资源专员,"
          3000-5000元
        ",人力资源管理员,人力资源管理员,"
          经验不限
        ","
          本科
        ",岳阳·岳阳楼区·城陵矶街道,"
          合资
         
          20-99人
         
          零售/批发
        "
"
          ZARA
        ",HR Intern 人力资源实习生,"
          140-160元/天
        ",招聘,招聘,"
          经验不限
        ","
          本科
        ",上海·黄浦·南京东路,"
          外商独资
         
          1000-9999人
         
          耐用消费品
        "
"
          上海邦芒人力资源有限公司
        ",急招人力资源项目专员,"
          4000-7000元
        ","招聘
薪酬福利
员工关系",招聘,"
          经验不限
        ","
          大专
        ",扬州·广陵区·杭集镇,"
          民营
         
          1000-9999人
         
          人力资源服务
        "
"
          湖北前包人力资源集团有限公司
        ",人力资源招聘专员,"
          3000-5000元
        ",,,"
          经验不限
        ","
          大专
        ",襄阳·樊城区·王寨街道,"
          民营
         
          500-999人
         
          人力资源服务
        "
"
          江苏华夏电力有限公司
        ",人力资源经理,"
          1-1.8万·13薪
        ","绩效管理
员工关系
HRBP",绩效管理,"
          1-3年
        ","
          本科
        ",南京·江宁·东山,"
          民营
         
          500-999人
         
          电力/水利/热力/燃气
        "
"
          天宇药业
        ",人力资源培训主管,"
          8000-12000元
        ",内部培训,内部培训,"
          3-5年
        ","
          大专
        ",台州·黄岩区·江口街道,"
          民营
         
          1000-9999人
         
          医药制造
        "
"
          浙江爱旭太阳能科技有限公司
        ",人力资源,"
          1-1.5万·13薪
        ","绩效管理
组织发展
人力资源专业",绩效管理,"
          经验不限
        ","
          本科
        ",金华·义乌市·苏溪镇,"
          上市公司
         
          10000人以上
         
          新能源
        "
"
          湖北晓漆文化科技有限公司
        ",人力资源主管（新疆）,"
          1-2万
        ","招聘
HRBP
培训",招聘,"
          5-10年
        ","
          本科
        ",乌鲁木齐·水磨沟区·七道湾街道," 
          20人以下
         
          企业服务
        "
"
          上海交通大学出版社有限公司
        ",人力资源实习生,"
          80-100元/天
        ","员工关系
人事培训
招聘",员工关系,"
          经验不限
        ","
          本科
        ",上海·徐汇·徐家汇,"
          国企
         
          100-299人
         
          新闻/出版
        "
"
          北京应用物理与计算数学研究所
        ",【急聘】人力资源主管,"
          1.5-2万
        ","招聘
绩效管理
薪酬福利
校园招聘宣传推广",招聘,"
          1-3年
        ","
          本科
        ",北京·海淀,"
          事业单位
         
          500-999人
         
          学术/科研
        "
"
          广东省志高格物科技有限公司
        ",人力资源经理,"
          8000-12000元
        ","招聘
组织发展
绩效管理",招聘,"
          5-10年
        ","
          大专
        ",江门·鹤山市·雅瑶镇,"
          民营
         
          1000-9999人
         
          家具/家居/家电
        "
"
          江苏华联食品有限公司
        ",人力资源经理,"
          4000-5000元
        ","人力资源管理员
绩效管理
薪酬福利
员工关系",人力资源管理员,"
          1-3年
        ","
          本科
        ",淮安·清江浦区·南马厂街道,"
          民营
         
          20-99人
         
          农副产品加工制造
        "
"
          神飞电子
        ",人力资源专员,"
          6000-9000元
        ","人事培训
员工关系
招聘
人力资源管理员",人事培训,"
          1-3年
        ","
          本科
        ",深圳·坪山·坪山街道,"
          民营
         
          100-299人
         
          仪器仪表制造
        "
"
          乐味餐饮集团有限公司
        ",事业合伙人 (人力资源服务方向),"
          1.5-2.5万
        ",,,"
          5-10年
        ","
          本科
        ",广州·白云·金沙,"
          民营
         
          1000-9999人
         
          餐饮服务
        "
"
          众腾人力资源集团有限公司
        ",五险一金 人力资源专员/助理 早八晚五,"
          5000-10000元
        ","招聘
人力资源管理员
长白
员工关系
绩效管理
企业福利多",招聘,"
          经验不限
        ","
          学历不限
        ",济南·历城·港沟,"
          上市公司
         
          500-999人
         
          人力资源服务
        "
"
          融通地产物业管理有限公司北京安全咨询分公司
        ",HR人力资源实习生,"
          面议
        ","招聘
员工关系
薪酬福利
实习生",招聘,"
          经验不限
        ","
          本科
        ",北京·东城·和平里,"
          国企
         
          300-499人
         
          咨询服务
        "
"
          内蒙古优然牧业有限责任公司
        ",2026届人力资源培训生,"
          5000-7000元
        ","招聘
绩效管理
人事培训",招聘,"
          经验不限
        ","
          本科
        ",呼和浩特·和林格尔·盛乐,"
          上市公司
         
          100-299人
         
          农/林/牧/渔
        "
"
          智联招聘
        ",网络销售（人力资源方向）,"
          7000-14000元
        ","企业客户
个人客户
KA大客户",企业客户,"
          经验不限
        ","
          大专
        ",南京·雨花台·铁心桥,"
          其它
         
          300-499人
         
          互联网
        "
"
          辽宁昊明食品集团有限公司
        ",人力资源经理,"
          8000-10000元
        ","组织发展
员工关系
招聘",组织发展,"
          5-10年
        ","
          大专
        ",沈阳·苏家屯·十里河,"
          民营
         
          1000-9999人
         
          农/林/牧/渔
        "
"
          中大(天津)集团有限公司
        ",人力资源专员,"
          4000-5000元
        ","员工关系
人力资源管理员",员工关系,"
          1-3年
        ","
          本科
        ",聊城·阳谷县·大布乡,"
          民营
         
          500-999人
         
          专业技术服务
        "
"
          吉林旭阳康乃尔化工有限公司
        ",人力资源专员,"
          4000-5000元
        ","企业文化
组织发展
人力资源管理员",企业文化,"
          经验不限
        ","
          本科
        ",吉林市·昌邑区·九站街道,"
          民营
         
          500-999人
         
          化工
        "
"
          信创投资管理有限公司
        ",人力资源总监,"
          1.2-2万
        ","人力资源规划
绩效管理
薪酬福利
高级人力资源管理师",人力资源规划,"
          5-10年
        ","
          本科
        ",北京·朝阳·左家庄,"
          国企
         
          20-99人
         
          投资/融资
        "
"
          浙江恒逸集团有限公司
        ",人力资源专员（新疆煤化工项目）(001833),"
          6000-10000元
        ","招聘
人事培训
员工关系",招聘,"
          1-3年
        ","
          本科
        ",吐鲁番·高昌区,"
          民营
         
          10000人以上
         
          石油/石化
        "
"
          上海邦芒人力资源有限公司
        ",人事服务专员/人力资源/双休/早九晚六,"
          5000-8000元
        ","绩效管理
薪酬福利",绩效管理,"
          1-3年
        ","
          大专
        ",杭州·上城·四季青,"
          民营
         
          1000-9999人
         
          人力资源服务
        "
"
          碧桂园生活服务集团股份有限公司
        ",人力资源专员（宁夏银川）,"
          面议
        ",,,"
          1-3年
        ","
          本科
        ",银川·金凤区·长城中路街道,"
          民营
         
          10000人以上
         
          物业管理
        "
"
          金叶天成(北京)科技有限公司
        ",人力资源实习生,"
          4000-5000元
        ","招聘
员工关系
人事培训",招聘,"
          经验不限
        ","
          本科
        ",北京·朝阳,"
          合资
         
          100-299人
         
          互联网
        "
"
          青岛肯德基
        ",人力资源业务伙伴-HRBP,"
          1-1.8万
        ","招聘
员工关系
企业文化
运营团队HRBP
市场团队HRBP",招聘,"
          5-10年
        ","
          本科
        ",青岛·市南·湛山,"
          外商独资
         
          10000人以上
         
          餐饮服务
        "
"
          广州南沙资产经营集团有限公司
        ",人力资源岗(J10026),"
          8000-11000元·14薪
        ",管理见习生,管理见习生,"
          经验不限
        ","
          硕士
        ",广州·南沙·南沙,"
          国企
         
          500-999人
         
          旅游服务
        "
"
          武汉光谷人力资源服务有限公司
        ",人力资源出纳（经管方向）,"
          5000-7000元
        ","周末双休
五险一金",周末双休,"
          1-3年
        ","
          本科
        ",武汉·洪山·九峰,"
          国企
         
          100-299人
         
          人力资源服务
        "
"
          北京市竞天公诚律师事务所
        ",人力资源专员/助理,"
          7000-9000元
        ",数据能力,数据能力,"
          1-3年
        ","
          本科
        ",北京·朝阳·八里庄,"
          民营
         
          500-999人
         
          咨询服务
        "
"
          济南市章丘明水古城旅游发展有限公司
        ",人力资源实习生,"
          150-200元/天
        ","职能岗位招聘
社会招聘
人力资源管理员
实习生
校园招聘",职能岗位招聘,"
          经验不限
        ","
          本科
        ",济南·章丘·明水,"
          国企
         
          500-999人
         
          旅游服务
        "
"
          山东恒晟源控股集团有限公司
        ",人力资源销售顾问,"
          6000-12000元·13薪
        ","人力外包
商业险
代发薪资
B端客户",人力外包,"
          1-3年
        ","
          大专
        ",北京·朝阳·双井,"
          民营
         
          300-499人
         
          人力资源服务
        "
"
          青岛国君医疗股份有限公司
        ",人力资源总监（VP级）,"
          1.5-2.5万
        ","绩效管理
薪酬福利
组织发展",绩效管理,"
          10年以上
        ","
          本科
        ",青岛·市北·水清沟,"
          上市公司
         
          500-999人
         
          卫生服务
        "
"
          中国汽研
        ",人力资源实习生,"
          70-80元/天
        ",,,"
          经验不限
        ","
          本科
        ",重庆·北碚·水土,"
          国企
         
          1000-9999人
         
          汽车研发/制造
        "
"
          上海才汇八方企业管理有限公司
        ",人力资源招聘专员,"
          6000-8000元
        ","技术岗位招聘
蓝领岗位招聘
社会招聘",技术岗位招聘,"
          1-3年
        ","
          中专/中技
        ",上海·浦东·金桥,"
          民营
         
          20人以下
         
          人力资源服务
        "
"
          北京湃生生物科技有限公司
        ",人力资源专员,"
          3000-5000元
        ","招聘
员工关系
绩效管理",招聘,"
          1-3年
        ","
          大专
        ",安阳·汤阴县·白营镇,"
          民营
         
          20-99人
         
          医疗设备/器械
        "
"
          福建海西新药创制股份有限公司
        ",人力资源专员助理实习,"
          60-120元/天
        ","员工关系
人事培训",员工关系,"
          经验不限
        ","
          本科
        ",福州·仓山·建新,"
          股份制企业
         
          100-299人
         
          医药制造
        "
"
          众一控股有限公司
        ",人力资源主管（企业文化、培训方向）,"
          8000-13000元
        ","企业活动策划
企业文化传播
企业员工关怀
培训落地实施",企业活动策划,"
          3-5年
        ","
          本科
        ",贵阳·观山湖·长岭,"
          民营
         
          1000-9999人
         
          矿产/采掘
        "
"
          七颜互娱(河南)文化传媒有限公司
        ",人力资源招聘专员,"
          5000-6000元
        ",,,"
          经验不限
        ","
          大专
        ",郑州·金水·丰产路,"
          民营
         
          500-999人
         
          新媒体
        "
"
          中盛嘉达实业集团有限公司
        ",人力资源总监,"
          1-2万
        ","人力资源规划
招聘",人力资源规划,"
          5-10年
        ","
          本科
        ",北京·朝阳·呼家楼,"
          民营
         
          20-99人
         
          贸易/进出口
        "
"
          上海宝山太平货柜有限公司
        ",人力资源专员,"
          8000-10000元·13薪
        ","招聘
员工关系
人事培训",招聘,"
          1-3年
        ","
          本科
        ",上海·宝山·杨行,"
          合资
         
          1000-9999人
         
          电气机械/电力设备
        "
"
          塔城国家级重点开发开放试验区百福升农牧发展有限公司
        ",人力资源专员助理,"
          4000-6000元
        ","员工关系
绩效管理
薪酬福利",员工关系,"
          1年以下
        ","
          大专
        ",巴音郭楞·轮台县·塔尔拉克乡,"
          民营
         
          1000-9999人
         
          农/林/牧/渔
        "
"
          江苏穗安企业咨询(集团)有限公司
        ",人力资源招聘专员,"
          3000-6000元
        ","销售岗位招聘
职能岗位招聘
高端岗位招聘
社会招聘
校园招聘
内部招聘",销售岗位招聘,"
          1-3年
        ","
          大专
        ",扬州·邗江区·邗上街道,"
          民营
         
          300-499人
         
          财务/审计/税务
        "
"
          青岛康大集团
        ",人力资源专员,"
          6000-12000元
        ","招聘
员工关系
人事培训",招聘,"
          1-3年
        ","
          本科
        ",青岛·黄岛·长江路,"
          上市公司
         
          1000-9999人
         
          零售/批发
        "
"
          上海邦芒人力资源有限公司
        ",急招大客户代表/人力资源行业/Tob/双休 五险一金,"
          5000-10000元
        ",,,"
          经验不限
        ","
          大专
        ",苏州·工业园区,"
          民营
         
          1000-9999人
         
          人力资源服务
        "
"
          河南禾润九丰农牧有限公司
        ",人力资源专员,"
          5000-6000元
        ","招聘
绩效管理
企业文化
助理人力资源管理师
中级人力资源管理师",招聘,"
          1-3年
        ","
          本科
        ",郑州·中原·沟赵,"
          上市公司
         
          1000-9999人
         
          农/林/牧/渔
        "
"
          江苏华夏电力有限公司
        ",人力资源经理,"
          8000-12000元·13薪
        ","绩效管理
员工关系
HRBP",绩效管理,"
          1-3年
        ","
          本科
        ",南京·江宁·东山,"
          民营
         
          500-999人
         
          电力/水利/热力/燃气
        "
"
          智联招聘
        ",人力资源顾问+五险一金+大平台机会,"
          8000-12000元·13薪
        ","KA大客户
企业客户
个人客户
面销/陌拜
电话销售
网络销售",KA大客户,"
          1-3年
        ","
          大专
        ",苏州·虎丘·狮山,"
          其它
         
          300-499人
         
          互联网
        "
"
          康旭佳科技(武汉)有限公司
        ",人力资源专员+五险一金+周末双休+可应届生,"
          7000-9000元
        ","招聘
员工关系
绩效管理",招聘,"
          经验不限
        ","
          本科
        ",北京·海淀·甘家口,"
          其它
         
          20-99人
         
          互联网
        "
"
          义乌骆崎服饰有限公司
        ",高级人力资源HRBP,"
          8000-16000元
        ","产品团队HRBP
运营团队HRBP
销售团队HRBP",产品团队HRBP,"
          3-5年
        ","
          本科
        ",金华·义乌市·江东街道,"
          民营
         
          100-299人
         
          电子商务
        "
"
          德阳天元重工股份有限公司
        ",人力资源主管/人力资源经理,"
          8000-9000元
        ","薪酬福利
招聘
员工关系",薪酬福利,"
          3-5年
        ","
          本科
        ",德阳·旌阳区·八角井街道,"
          民营
         
          500-999人
         
          金属制品业
        "
"
          宁波工业互联网研究院有限公司
        ",人力资源实习生,"
          120-150元/天
        ",招聘,招聘,"
          经验不限
        ","
          本科
        ",宁波·海曙·南门,"
          民营
         
          100-299人
         
          互联网
        "
"
          陕西金瑞药业有限公司
        ",人力资源招聘专员,"
          5000-8000元
        ",招聘,招聘,"
          1-3年
        ","
          本科
        ",西安·未央·建章路,"
          民营
         
          100-299人
         
          医药制造
        "
"
          国都证券
        ",职能支持类-人力资源岗（J10417）,"
          面议
        ",人力资源管理员,人力资源管理员,"
          经验不限
        ","
          硕士
        ",北京·东城·北新桥,"
          股份制企业
         
          1000-9999人
         
          证券/期货
        "
"
          北京巍巍照明设计研究院有限公司
        ",集团人力资源总监,"
          1.5-2.5万
        ","人力资源规划
招聘
绩效管理",人力资源规划,"
          5-10年
        ","
          本科
        ",杭州·拱墅·天水,"
          民营
         
          100-299人
         
          工程技术与设计服务
        "
"
          东方希望集团有限公司
        ",人力资源实习生,"
          100-150元/天
        ","招聘
人力资源管理员",招聘,"
          经验不限
        ","
          本科
        ",乌鲁木齐·新市区·二工街道,"
          民营
         
          10000人以上
         
          钢铁/有色金属冶炼及加工
        "
"
          宁波仁蓝配送服务有限公司
        ",人力资源招聘专员,"
          6000-9000元
        ",招聘,招聘,"
          经验不限
        ","
          学历不限
        ",宁波·鄞州·百丈," 
          300-499人
         
          搬家/生活配送
        "
"
          牧原股份
        ",人力资源管培生【26届校招】,"
          1-2万
        ",人力资源管理方向,人力资源管理方向,"
          经验不限
        ","
          本科
        ",朝阳·双塔区·双塔街道,"
          上市公司
         
          10000人以上
         
          农/林/牧/渔
        "
"
          东莞市黄江铸梦职业培训学校
        ",人力资源专员、招聘专员、人事助理,"
          6000-8000元
        ","职业教育
五险一金",职业教育,"
          1-3年
        ","
          大专
        ",东莞·黄江镇,"
          社会团体
         
          20-99人
         
          培训/辅导服务
        "
"
          中国化学工程第七建设有限公司
        ",人力资源管理【校招-海外岗-往届可考虑】往届可报,"
          1-1.5万
        ",英语四级,英语四级,"
          经验不限
        ","
          本科
        ",成都·龙泉驿·龙泉,"
          国企
         
          1000-9999人
         
          工程施工
        "
"
          郑州奥特科技有限公司
        ",人力资源总监,"
          1-1.8万
        ","人力资源规划
企业文化
组织发展
高级人力资源管理师",人力资源规划,"
          10年以上
        ","
          本科
        ",苏州·太仓·城厢,"
          民营
         
          300-499人
         
          专用设备制造
        "
"
          徐州华博展览服务有限公司
        ",人力资源总监,"
          1-2万
        ","人力资源规划
绩效管理
薪酬福利",人力资源规划,"
          5-10年
        ","
          本科
        ",徐州·云龙区·汉风街道,"
          民营
         
          20-99人
         
          文化艺术/娱乐
        "
"
          华世先达咨询(北京)有限公司
        ",人力资源顾问（双休+五险一金实缴）,"
          8000-16000元
        ","招聘配置
猎头顾问
咨询顾问",招聘配置,"
          经验不限
        ","
          本科
        ",天津·河西·大营门,"
          民营
         
          100-299人
         
          人力资源服务
        "
"
          上海鑫樱国际贸易有限公司
        ",人力资源专员/助理,"
          200-250元/天
        ",实习,实习,"
          经验不限
        ","
          本科
        ",上海·虹口·北外滩," 
          20-99人
         
          零售/批发
        "
"
          上海美动医疗器材贸易有限公司
        ",人力资源实习生(J10152),"
          1000-2000元
        ","招聘
薪酬福利
企业文化",招聘,"
          经验不限
        ","
          本科
        ",上海·长宁·虹桥,"
          民营
         
          100-299人
         
          医疗设备/器械
        "
"
          上海邦芒人力资源有限公司
        ",大客户经理KA/人力资源行业/Tob/泰州/双休,"
          8000-16000元
        ",面销/陌拜,面销/陌拜,"
          经验不限
        ","
          大专
        ",泰州·海陵区·城东街道,"
          民营
         
          500-999人
         
          人力资源服务
        "
"
          山东多乐多食品有限公司
        ",人力资源专员,"
          3000-5000元
        ","人事培训
招聘
薪酬福利",人事培训,"
          1-3年
        ","
          本科
        ",聊城·高唐县·汇鑫街道,"
          民营
         
          100-299人
         
          快速消费品
        "
"
          华润山西医药有限公司
        ",人力资源岗,"
          5000-7000元
        ","组织发展
员工关系
中级人力资源管理师
助理人力资源管理师
绩效管理",组织发展,"
          1-3年
        ","
          本科
        ",太原·迎泽·郝庄,"
          国企
         
          100-299人
         
          医药制造
        "
"
          青岛浩鹏人力资源有限公司
        ",人力资源招聘专员,"
          4000-5000元
        ","职能岗位招聘
社会招聘",职能岗位招聘,"
          1年以下
        ","
          大专
        ",青岛·即墨·北安,"
          民营
         
          20人以下
         
          人力资源服务
        "
"
          阳光博雅教育投资(北京)有限公司
        ",人力资源副总监/高级经理(J11388),"
          1.5-2.5万
        ","人才梯队建设
干部管理
集团化管理
组织发展
人力资源规划",人才梯队建设,"
          5-10年
        ","
          本科
        ",福州·鼓楼·洪山,"
          民营
         
          500-999人
         
          学校/学历教育
        "
"
          广东齐力澳美高新材料股份有限公司
        ",人力资源 培训 人才发展 组织发展 专员,"
          7000-9000元
        ","内部培训
外部培训
人才发展
组织发展
培训",内部培训,"
          经验不限
        ","
          大专
        ",佛山·三水·乐平,"
          外商独资
         
          1000-9999人
         
          金属制品业
        "
"
          山东鸿嘉集团有限公司
        ",人力资源总监,"
          1.5-2.5万
        ","人力资源规划
组织发展
绩效管理
高级人力资源管理师
中级人力资源管理师
培训管理
企业文化管理
制度体系管理",人力资源规划,"
          10年以上
        ","
          本科
        ",淄博·桓台县·果里镇,"
          民营
         
          500-999人
         
          房地产开发
        "
"
          圆通速递有限公司
        ",人力资源专员,"
          4000-6000元
        ","绩效管理
招聘
组织发展",绩效管理,"
          经验不限
        ","
          本科
        ",临沂·兰山·义堂,"
          上市公司
         
          10000人以上
         
          邮政/快递
        "
"
          中宠股份
        ",2026届人力资源管培生,"
          6000-8000元·13薪
        ",人力资源管理方向,人力资源管理方向,"
          经验不限
        ","
          硕士
        ",烟台·莱山·初家,"
          民营
         
          1000-9999人
         
          快速消费品
        "
"
          郑州海一机电工程有限公司
        ",人力资源经理-电商行业,"
          7000-12000元
        ","绩效管理
薪酬福利
招聘
员工管理管理
培训管理",绩效管理,"
          1-3年
        ","
          本科
        ",郑州·二七区·淮河路,"
          民营
         
          1000-9999人
         
          零售/批发
        "
"
          国都证券
        ",人力资源专员（J10316）,"
          面议
        ",企业文化,企业文化,"
          3-5年
        ","
          本科
        ",北京·东城·北新桥,"
          股份制企业
         
          1000-9999人
         
          证券/期货
        "
"
          多益网络有限公司
        ",人力资源专员,"
          8000-13000元·13薪
        ",招聘,招聘,"
          1-3年
        ","
          本科
        ",武汉·洪山·花山,"
          民营
         
          1000-9999人
         
          游戏
        "
"
          宜品营养科技(青岛)集团股份有限公司
        ",人力资源经理（招聘）,"
          1.2-1.5万·13薪
        ","高端岗位招聘
社会招聘
校园招聘",高端岗位招聘,"
          5-10年
        ","
          本科
        ",青岛·黄岛·长江路,"
          民营
         
          1000-9999人
         
          食品/饮料
        "
"
          湖南湖湘有味食品有限公司
        ",hr人力资源专员,"
          3000-4000元
        ","招聘
员工关系
培训",招聘,"
          1-3年
        ","
          大专
        ",益阳·资阳区·长春镇,"
          民营
         
          20-99人
         
          零售/批发
        "
"
          德州宝晟环境科技有限公司
        ",人力资源经理,"
          1-1.8万
        ","绩效管理
薪酬福利
招聘",绩效管理,"
          3-5年
        ","
          大专
        ",德州·德城区·袁桥镇,"
          股份制企业
         
          100-299人
         
          环保
        "
"
          中国人寿保险股份有限公司杭州市分公司
        ",人力资源招聘专员,"
          5000-9000元
        ",,,"
          1-3年
        ","
          大专
        ",杭州·临平·南苑,"
          国企
         
          10000人以上
         
          保险
        "
