标题,信息,薪水,关键词,标签,其它,其它1,其它2,关键词3
"
          青岛天祥食品集团有限公司
        ",人力资源总监,"
          1.5-1.8万
        ","人力资源规划
绩效管理
薪酬福利",人力资源规划,"
          10年以上
        ","
          本科
        ",青岛·平度·南村,"
          民营
         
          1000-9999人
         
          快速消费品
        "
"
          猎聘
        ",tob人力资源销售顾问（六险一金/周末固定双休/电销触达）,"
          9000-12000元
        ",,,"
          经验不限
        ","
          大专
        ",深圳·南山·粤海,"
          上市公司
         
          1000-9999人
         
          咨询服务
        "
"
          久吾高科
        ",人力资源专员/主管（招聘方向）,"
          9000-12000元·13薪
        ","高端岗位招聘
职能岗位招聘
社会招聘
校园招聘",高端岗位招聘,"
          1-3年
        ","
          本科
        ",南京·浦口·江浦,"
          上市公司
         
          500-999人
         
          环保
        "
"
          牧原股份
        ",人力资源管理师,"
          6000-12000元
        ","员工关系
薪酬福利
人事培训
政策执行
档案管理
沟通谈判",员工关系,"
          1-3年
        ","
          本科
        ",安阳·滑县·锦和街道,"
          上市公司
         
          10000人以上
         
          农/林/牧/渔
        "
"
          中国电气装备集团有限公司
        ",人力资源专员,"
          5000-8000元
        ","招聘
员工关系
人事培训",招聘,"
          经验不限
        ","
          硕士
        ",北京·海淀,"
          国企
         
          20人以下
         
          电力/水利/热力/燃气
        "
"
          陕西卫峰核电子有限公司
        ",人力资源实习生,"
          1000-2000元
        ",,,"
          经验不限
        ","
          本科
        ",西安·长安·郭杜,"
          民营
         
          100-299人
         
          仪器仪表制造
        "
"
          比亚迪股份有限公司
        ",人力资源管培生,"
          5000-7000元
        ","人力资源管理方向
多模块轮岗
企业文化建设
数据处理与报表",人力资源管理方向,"
          经验不限
        ","
          本科
        ",西安·鄠邑·草堂,"
          民营
         
          10000人以上
         
          汽车研发/制造
        "
"
          辽宁盛京云汇智库有限公司
        ",人力资源招聘专员,"
          3000-6000元
        ","社会招聘
校园招聘
招聘流程优化
招聘平台维护
员工问题解决",社会招聘,"
          1-3年
        ","
          大专
        ",沈阳·皇姑·新乐,"
          合资
         
          20-99人
         
          互联网
        "
"
          成都铭诚人力资源管理有限公司
        ",hr人力资源专员,"
          6000-8000元
        ","招聘
团队配置
协助多板块工作",招聘,"
          1-3年
        ","
          大专
        ",天津·河东·春华,"
          民营
         
          20人以下
         
          企业服务
        "
"
          银川中海海盛置业有限公司
        ",人力资源实习生,"
          90-100元/天
        ","招聘
员工关系
驻外项目管理
跨文化沟通",招聘,"
          经验不限
        ","
          本科
        ",银川·金凤区·长城中路街道,"
          上市公司
         
          100-299人
         
          房地产开发
        "
"
          陕西星晖未来人力资源有限公司
        ",8000+人力资源业务开发经理,"
          6000-12000元
        ","组织发展
招聘
销售团队HRBP
市场团队HRBP",组织发展,"
          1-3年
        ","
          大专
        ",西安·莲湖·环城西路,"
          民营
         
          20-99人
         
          人力资源服务
        "
"
          山东东明石化集团有限公司
        ",人力资源实习生,"
          150-180元/天
        ",招聘,招聘,"
          经验不限
        ","
          本科
        ",北京·丰台·右安门,"
          民营
         
          1000-9999人
         
          石油/石化
        "
"
          广州越秀农牧食品科技有限公司
        ",【应届】人力资源管理岗,"
          1-1.2万
        ",,,"
          经验不限
        ","
          硕士
        ",广州·天河·天河南,"
          国企
         
          1000-9999人
         
          农/林/牧/渔
        "
"
          青岛新卓越包装有限公司
        ",工厂人力资源主管（胶州洋河镇）,"
          8000-12000元
        ","员工关系
招聘
HRBP",员工关系,"
          3-5年
        ","
          本科
        ",青岛·胶州·洋河,"
          民营
         
          500-999人
         
          橡胶和塑料制品
        "
"
          申菱环境
        ",人力资源专员,"
          8000-13000元·13薪
        ","员工关系
人事培训
简历筛选",员工关系,"
          3-5年
        ","
          本科
        ",佛山·顺德·陈村,"
          上市公司
         
          1000-9999人
         
          专用设备制造
        "
"
          湖南鑫政科技集团有限公司
        ",人力资源经理（偏组织发展）,"
          1.5-2万
        ","人才盘点
组织设计
组织诊断
组织建设
组织变革",人才盘点,"
          1-3年
        ","
          本科
        ",长沙·岳麓·观沙岭,"
          民营
         
          500-999人
         
          建材
        "
"
          泉州市丰泽区乙叶时光工艺品店(个体工商户)
        ",人力资源专员/助理,"
          5000-10000元·17薪
        ",招聘,招聘,"
          经验不限
        ","
          学历不限
        ",泉州·丰泽街道," 
          20-99人
         
          工艺品/收藏品/艺术品
        "
"
          江苏乾景睿科新能源有限公司
        ",人力资源专员,"
          6000-8000元
        ",,,"
          1-3年
        ","
          本科
        ",南京·建邺·沙洲,"
          上市公司
         
          1000-9999人
         
          新能源
        "
"
          四川凯美可投资管理有限公司
        ",人力资源专员/助理,"
          3000-5000元
        ","招聘
员工关系
绩效管理",招聘,"
          1-3年
        ","
          大专
        ",绵阳·工区街道," 
          20人以下
         
          企业服务
        "
"
          杭州新剑机电传动股份有限公司
        ",人力资源实习生,"
          100-150元/天
        ",招聘,招聘,"
          经验不限
        ","
          本科
        ",上海·松江·新桥,"
          股份制企业
         
          300-499人
         
          汽车零部件
        "
"
          新东方教育科技集团有限公司
        ",人力资源招聘实习生,"
          100-150元/天
        ","职能岗位招聘
高端岗位招聘
运营岗位招聘
社会招聘
校园招聘",职能岗位招聘,"
          经验不限
        ","
          本科
        ",石家庄·裕华·槐底,"
          上市公司
         
          10000人以上
         
          培训/辅导服务
        "
"
          东富龙科技集团股份有限公司
        ",人力资源专员（BP+SSC）,"
          8000-15000元
        ","招聘
员工关系",招聘,"
          1-3年
        ","
          本科
        ",上海·闵行·颛桥,"
          上市公司
         
          1000-9999人
         
          专用设备制造
        "
"
          中维星图(天津)信息技术有限公司
        ",人力资源经理,"
          1.5-2.5万
        ","招聘
人才发展
中级人力资源管理师
高级人力资源管理师
文字功底较强
绩效管理",招聘,"
          3-5年
        ","
          本科
        ",武汉·洪山·花山,"
          民营
         
          20-99人
         
          企业服务
        "
"
          十堰市鑫瑞源娱乐有限公司
        ",人力资源专员,"
          4000-8000元
        ","薪酬福利
招聘
绩效管理
人力资源管理员",薪酬福利,"
          1-3年
        ","
          学历不限
        ",十堰·茅箭区·二堰街道,"
          民营
         
          100-299人
         
          休闲/娱乐
        "
"
          浙江聚衣堂服饰有限公司
        ",人力资源招聘专员,"
          7000-12000元·13薪
        ","社会招聘
校园招聘",社会招聘,"
          1-3年
        ","
          大专
        ",金华·浦江县·仙华街道,"
          民营
         
          500-999人
         
          纺织业/服饰产品加工制造
        "
"
          浙江科路数据科技有限公司
        ",人力资源管理,"
          5000-6000元
        ",,,"
          经验不限
        ","
          本科
        ",宁波·象山·鹤浦,"
          民营
         
          10000人以上
         
          工程技术与设计服务
        "
"
          江西置才电子商务有限公司
        ",应届毕业生（人力资源岗）,"
          200-300元/天
        ",,,"
          经验不限
        ","
          本科
        ",南昌·西湖·朝阳洲,"
          民营
         
          300-499人
         
          电子商务
        "
"
          北京达融信科技集团有限公司
        ",人力资源专员/助理,"
          4000-6000元
        ",招聘,招聘,"
          1-3年
        ","
          大专
        ",保定·东金庄,"
          民营
         
          100-299人
         
          互联网
        "
"
          深圳市瑞维控股有限公司
        ",AI应用工程师（人力资源方向）,"
          8000-10000元
        ","Python
AI智能体",Python,"
          经验不限
        ","
          本科
        ",深圳·南山·粤海,"
          民营
         
          300-499人
         
          物业管理
        "
"
          成都铭诚人力资源管理有限公司
        ",hr人力资源专员,"
          6000-8000元
        ","招聘
团队配置
协助多板块工作",招聘,"
          1-3年
        ","
          大专
        ",天津·河北·新开河,"
          民营
         
          20人以下
         
          企业服务
        "
"
          上海邦芒人力资源有限公司
        ",大客户经理（天津 双休法定 人力资源方向TOB）,"
          6000-12000元
        ",面销/陌拜,面销/陌拜,"
          1-3年
        ","
          大专
        ",天津·河西·大营门,"
          民营
         
          1000-9999人
         
          人力资源服务
        "
"
          山高满易物流科技(新沂)有限公司
        ",人力资源销售代表（国企+双休+五险一金）,"
          6000-12000元
        ","人力资源管理
RPO
咨询顾问",人力资源管理,"
          1-3年
        ","
          大专
        ",南京·建邺·莫愁湖,"
          国企
         
          500-999人
         
          货运/物流/仓储
        "
"
          上海熟人智能科技有限公司
        ",人力资源公司销售，销售主管，销售经理,"
          7000-14000元·13薪
        ","渠道销售
电话销售
面销/陌拜",渠道销售,"
          经验不限
        ","
          学历不限
        ",南京·江宁·淳化,"
          民营
         
          500-999人
         
          人力资源服务
        "
"
          高能环境
        ",人力资源实习生,"
          150-250元/天
        ","招聘
员工关系
绩效管理",招聘,"
          经验不限
        ","
          本科
        ",北京·海淀,"
          上市公司
         
          1000-9999人
         
          环保
        "
"
          安庆英科医疗有限公司
        ",校招-人力资源专员,"
          9000-13000元·13薪
        ","招聘
员工关系
绩效管理",招聘,"
          经验不限
        ","
          本科
        ",安庆·怀宁县·马庙镇,"
          上市公司
         
          1000-9999人
         
          卫生服务
        "
"
          劲草信息技术(深圳)有限公司
        ",人力资源运营专员,"
          6000-8000元
        ","员工关系
绩效管理
薪酬福利
人力资源管理员",员工关系,"
          1-3年
        ","
          本科
        ",深圳·南山·南山,"
          民营
         
          10000人以上
         
          人力资源服务
        "
"
          江苏淮海新能源车辆有限公司
        ",人力资源经理,"
          8000-15000元
        ","绩效管理
薪酬福利
招聘
人力资源全模块管理
劳动法规合规审查
数据驱动决策",绩效管理,"
          3-5年
        ","
          大专
        ",徐州·铜山区·新区街道,"
          民营
         
          1000-9999人
         
          汽车研发/制造
        "
"
          美嘉速运(山东)有限公司
        ",人力资源专员,"
          5000-7000元
        ","招聘
员工关系
人事培训",招聘,"
          经验不限
        ","
          本科
        ",青岛·市南·湛山,"
          民营
         
          20-99人
         
          货运/物流/仓储
        "
"
          青岛善威税务师事务所有限公司
        ",{急聘}人力资源总监 / 战略伙伴岗 集团中心,"
          1.2-2万
        ","人力资源规划
招聘
员工关系
中级人力资源管理师
猎头经验
薪酬绩效
人才库",人力资源规划,"
          10年以上
        ","
          大专
        ",青岛·市南·香港中路,"
          其它
         
          20-99人
         
          商业代理服务
        "
"
          印力商用置业有限公司
        ",人力资源岗 (MJ134820),"
          8000-10000元
        ",人力资源,人力资源,"
          经验不限
        ","
          本科
        ",成都·成华·府青路,"
          股份制企业
         
          1000-9999人
         
          房地产开发
        "
"
          北京首华物业管理有限公司
        ",人力资源管理岗（2026校招专项）,"
          6000-8000元
        ","薪酬福利
员工关系
绩效管理
人事档案管理
数据统计与分析
沟通协调",薪酬福利,"
          经验不限
        ","
          本科
        ",北京·朝阳·安贞,"
          国企
         
          1000-9999人
         
          房地产开发
        "
"
          中智江苏
        ",央企人力资源行业销售-常州,"
          5000-7000元
        ","电话销售
渠道销售",电话销售,"
          1-3年
        ","
          大专
        ",常州·天宁·青龙,"
          国企
         
          100-299人
         
          人力资源服务
        "
"
          福建优硕网络科技有限公司
        ",人力资源专员/助理,"
          5000-8000元
        ","人力资源管理员
助理人力资源管理师
中级人力资源管理师",人力资源管理员,"
          1-3年
        ","
          大专
        ",厦门·思明·梧村,"
          民营
         
          20-99人
         
          电子商务
        "
"
          北京草木堂健康管理产业集团有限公司
        ",人力资源总监,"
          1.5-3万
        ","人力资源规划
组织发展
企业文化
连锁药店
药店
健康管理",人力资源规划,"
          5-10年
        ","
          本科
        ",北京·昌平·北七家,"
          民营
         
          20-99人
         
          专业技术服务
        "
"
          南京金世代百货贸易有限公司平顶山分公司
        ",人力资源主管/经理,"
          5000-10000元
        ","高端岗位招聘
职能岗位招聘
社会招聘",高端岗位招聘,"
          1-3年
        ","
          本科
        ",平顶山·卫东区·优越路街道," 
          20-99人
         
          服装/纺织/皮革
        "
"
          福建省钜港环保科技有限公司
        ",人力资源总监HRD（战略支撑）,"
          1.2-1.8万·13薪
        ","人效
数字化
系统
绩效管理",人效,"
          3-5年
        ","
          大专
        ",厦门·思明·莲前,"
          民营
         
          100-299人
         
          环保
        "
"
          包头包运物流(集团)有限责任公司
        ",人力资源主管,"
          1.2-1.6万
        ","薪酬福利
招聘
员工关系",薪酬福利,"
          3-5年
        ","
          本科
        ",成都·双流·华阳,"
          民营
         
          500-999人
         
          货运/物流/仓储
        "
"
          中科科工(青岛)有限公司
        ",高级人力资源经理,"
          1.5-2.5万
        ",,,"
          10年以上
        ","
          本科
        ",北京·海淀·曙光,"
          国企
         
          20-99人
         
          船舶/航空/航天/火车制造
        "
"
          新城控股
        ",人力资源经理,"
          面议
        ","招聘
员工关系
绩效管理",招聘,"
          3-5年
        ","
          本科
        ",温州·瑞安市·安阳街道,"
          上市公司
         
          10000人以上
         
          房地产开发
        "
"
          上海致耕贸易有限公司
        ",人力资源总监,"
          6000-8000元
        ","人力资源规划
薪酬福利
招聘
战略制定与实施
员工技能提升
法规熟悉",人力资源规划,"
          1-3年
        ","
          大专
        ",扬州·邗江区·邗上街道," 
          20人以下
         
          贸易/进出口
        "
"
          天津昊野科技有限公司
        ",人力资源实习生,"
          100-150元/天
        ","招聘
员工关系",招聘,"
          经验不限
        ","
          本科
        ",天津·北辰·青光,"
          民营
         
          100-299人
         
          仪器仪表制造
        "
"
          上海邦芒人力资源有限公司
        ",大客户经理（平湖 双休法定 人力资源方向TOB）,"
          6000-12000元
        ",面销/陌拜,面销/陌拜,"
          1-3年
        ","
          大专
        ",嘉兴·平湖市·当湖街道,"
          民营
         
          1000-9999人
         
          人力资源服务
        "
"
          保定上石人力资源服务有限公司
        ",人力资源招聘专员,"
          7000-14000元
        ","职业规划
培训讲师
招聘配置
咨询顾问
咨询专员/助理
网络咨询
电话咨询",职业规划,"
          1-3年
        ","
          高中
        ",保定·竞秀·保定高新区,"
          民营
         
          20人以下
         
          人力资源服务
        "
"
          中国人寿保险股份有限公司哈尔滨分公司第一营销服务部
        ",人力资源专员/助理,"
          4000-8000元
        ",招聘,招聘,"
          经验不限
        ","
          高中
        ",哈尔滨·道里·尚志,"
          国企
         
          10000人以上
         
          保险
        "
"
          郑州优凡商贸有限公司
        ",人力资源总监HRD（外贸行业）,"
          1-2万
        ","人力资源规划
绩效管理
薪酬福利
高级人力资源管理师
中级人力资源管理师
电商行业
贸易行业
人力资源总监",人力资源规划,"
          5-10年
        ","
          本科
        ",郑州·管城·南曹,"
          民营
         
          20-99人
         
          贸易/进出口
        "
"
          太原新玫瑰餐饮文化有限公司
        ",人力资源专员,"
          4000-8000元
        ","绩效管理
薪酬福利",绩效管理,"
          1-3年
        ","
          大专
        ",太原·尖草坪·古城,"
          民营
         
          100-299人
         
          餐饮服务
        "
"
          SGS
        ",人力资源专员,"
          5000-6000元
        ","员工关系
人事培训
企业文化",员工关系,"
          1-3年
        ","
          本科
        ",青岛·崂山·中韩,"
          合资
         
          10000人以上
         
          检测/认证
        "
"
          北京宏和通达汽车销售服务有限公司
        ",人力资源专员,"
          7000-8000元
        ","薪酬福利
招聘
员工关系",薪酬福利,"
          1-3年
        ","
          大专
        ",北京·朝阳,"
          合资
         
          100-299人
         
          汽车研发/制造
        "
"
          牧原股份
        ",人力资源管培生,"
          2-4万
        ","人力资源管理方向
招聘管理
绩效管理",人力资源管理方向,"
          经验不限
        ","
          本科
        ",南阳·卧龙区·王村乡,"
          上市公司
         
          10000人以上
         
          农/林/牧/渔
        "
"
          深圳海微新材料有限公司
        ",人力资源总监,"
          1.2-2万
        ","企业文化
组织发展
人力资源规划
中级人力资源管理师",企业文化,"
          5-10年
        ","
          本科
        ",苏州·吴中·郭巷,"
          民营
         
          20-99人
         
          电子/半导体/集成电路
        "
"
          内蒙古纵横伟业软件与技术服务有限公司
        ",人力资源主管,"
          4000-6000元
        ","招聘
员工关系
绩效管理",招聘,"
          1-3年
        ","
          本科
        ",呼和浩特·赛罕·大学西路,"
          民营
         
          20-99人
         
          计算机软件
        "
"
          天津江天智云科技有限公司
        ",人力资源实习生,"
          100-120元/天
        ",,,"
          经验不限
        ","
          本科
        ",天津·北辰·西堤头,"
          民营
         
          20-99人
         
          互联网
        "
"
          河南瑞德斯特科技有限公司
        ",人力资源管理,"
          4000-8000元
        ",,,"
          经验不限
        ","
          本科
        ",许昌·长葛市·和尚桥镇," 
          300-499人
         
          电气机械/电力设备
        "
"
          上海海旭晟电力有限公司
        ",人力资源管培生,"
          6000-10000元
        ",人力资源管理方向,人力资源管理方向,"
          经验不限
        ","
          本科
        ",上海·闵行·新虹,"
          外商独资
         
          1000-9999人
         
          新能源
        "
"
          睿达互联网科技(平邑)有限公司
        ",人力资源主管,"
          7000-10000元
        ","招聘
绩效管理
人事培训
人力资源策略规划
员工信息系统维护
劳动法熟悉",招聘,"
          1-3年
        ","
          大专
        ",兰州·城关区·雁北街道," 
          20-99人
         
          电子商务
        "
"
          北京融创控股集团有限公司
        ",人力资源方向（管培生）,"
          7000-10000元
        ","人力资源管理方向
应用心理",人力资源管理方向,"
          经验不限
        ","
          本科
        ",西安·雁塔·长延堡,"
          股份制企业
         
          10000人以上
         
          房地产开发
        "
"
          重庆梦露网络传媒有限公司
        ",人力资源专员/助理,"
          1-2万
        ",,,"
          3-5年
        ","
          大专
        ",重庆·渝中·解放碑," 
          1000-9999人
         
          新媒体
        "
"
          深圳市职音信息咨询有限公司
        ",人力资源招聘专员,"
          6000-12000元
        ","技术岗位招聘
职能岗位招聘",技术岗位招聘,"
          经验不限
        ","
          学历不限
        ",深圳·宝安·沙井,"
          民营
         
          20-99人
         
          人力资源服务
        "
"
          陕西智博园教育科技集团有限公司西安第一分公司
        ",高级人力资源专员,"
          6000-7000元
        ",招聘,招聘,"
          1-3年
        ","
          本科
        ",西安·雁塔·丈八沟,"
          民营
         
          100-299人
         
          培训/辅导服务
        "
"
          宁波弗瑞德企业管理顾问有限公司
        ",人力资源总监,"
          1.2-2万
        ","人力资源规划
绩效管理
薪酬福利
制造业人力资源经验
HRIS系统操作
劳动风险防控",人力资源规划,"
          3-5年
        ","
          本科
        ",宁波·余姚·凤山,"
          民营
         
          20-99人
         
          企业服务
        "
"
          江苏汇思企业服务有限公司
        ",人力资源驻场文员（五险 双休）,"
          5000-6000元·13薪
        ",,,"
          1-3年
        ","
          大专
        ",上海·浦东·惠南,"
          民营
         
          100-299人
         
          人力资源服务
        "
"
          上海星环聚能科技有限公司
        ",人力资源主管/HRBP,"
          9000-18000元·15薪
        ","组织发展
绩效管理
员工关系",组织发展,"
          5-10年
        ","
          本科
        ",上海·嘉定·徐行,"
          民营
         
          20-99人
         
          新能源
        "
"
          上海邦芒人力资源有限公司
        ",大客户经理（人力资源服务方向）,"
          5000-10000元
        ",面销/陌拜,面销/陌拜,"
          1-3年
        ","
          大专
        ",天津·河西·大营门,"
          民营
         
          1000-9999人
         
          人力资源服务
        "
"
          国药河北乐仁堂医药连锁有限公司
        ",人力资源部长,"
          1-1.1万
        ","人力资源规划
绩效管理
薪酬福利",人力资源规划,"
          1-3年
        ","
          硕士
        ",石家庄·长安·青园,"
          国企
         
          500-999人
         
          零售/批发
        "
"
          陕西西建路桥工程有限公司
        ",人力资源专员（工作地点：宝鸡）,"
          4000-6000元
        ","招聘
人事培训",招聘,"
          经验不限
        ","
          本科
        ",西安·雁塔·丈八沟,"
          民营
         
          100-299人
         
          工程施工
        "
"
          猎聘
        ",tob人力资源销售顾问（六险一金/周末固定双休/电销触达）,"
          9000-12000元
        ",,,"
          经验不限
        ","
          大专
        ",广州·天河·员村,"
          上市公司
         
          1000-9999人
         
          咨询服务
        "
"
          浙江科路数据科技有限公司
        ",人力资源管理,"
          5000-6000元
        ",,,"
          经验不限
        ","
          本科
        ",防城港·防城区·江山镇,"
          民营
         
          10000人以上
         
          工程技术与设计服务
        "
"
          高能环境
        ",海外人力资源专员,"
          9000-15000元·13薪
        ","招聘
员工关系
人事培训",招聘,"
          1-3年
        ","
          本科
        ",北京·海淀,"
          上市公司
         
          1000-9999人
         
          环保
        "
"
          雨润集团
        ",雨润集团人力资源实习生（南京）,"
          100-120元/天
        ","可提供实习证明
可转正",可提供实习证明,"
          经验不限
        ","
          本科
        ",南京·建邺·沙洲,"
          民营
         
          10000人以上
         
          食品/饮料
        "
"
          牧原股份
        ",人力资源管培生,"
          2-4万
        ","人力资源管理方向
HRBP",人力资源管理方向,"
          经验不限
        ","
          本科
        ",郑州·管城·圃田,"
          上市公司
         
          10000人以上
         
          农/林/牧/渔
        "
"
          天盛方储技术(上海)有限公司
        ",人力资源业务合作伙伴(J10173),"
          1.5-2.5万
        ","运营团队HRBP
组织发展
绩效管理",运营团队HRBP,"
          5-10年
        ","
          本科
        ",上海·浦东·唐镇,"
          合资
         
          10000人以上
         
          电子/半导体/集成电路
        "
"
          天津滨海雷克斯激光科技发展有限公司
        ",人力资源专员,"
          3000-4000元
        ","招聘
办公软件操作熟练
良好的沟通协调能力",招聘,"
          经验不限
        ","
          大专
        ",天津·滨海新区·杭州道,"
          民营
         
          100-299人
         
          金属制品业
        "
"
          长沙羲桐文化传媒有限公司
        ",人力资源专员/助理,"
          4000-8000元
        ","招聘
绩效管理
人事培训
人力资源管理员",招聘,"
          1-3年
        ","
          大专
        ",长沙·洞井," 
          20人以下
         
          文化艺术/娱乐
        "
"
          海纳川公司
        ",人力资源主管（所属企业株洲分公司）(J12839),"
          8000-16000元
        ","绩效管理
招聘",绩效管理,"
          5-10年
        ","
          本科
        ",株洲·天元区·栗雨街道,"
          国企
         
          1000-9999人
         
          汽车研发/制造
        "
"
          吉林市新凯旋教育
        ",校区HRBP（人力资源业务伙伴）,"
          3000-5000元
        ","招聘
人事培训
员工关系
销售团队HRBP
人力资源管理员
助理人力资源管理师
中级人力资源管理师",招聘,"
          1-3年
        ","
          本科
        ",吉林市·船营区·临江街道,"
          民营
         
          100-299人
         
          培训/辅导服务
        "
"
          山东职扬教育科技有限公司
        ",兼职HR 人力资源副业 灵活 长期收益,"
          5000-8000元
        ",,,"
          经验不限
        ","
          大专
        ",济南·历下·智远,"
          民营
         
          20-99人
         
          专业技术服务
        "
"
          江苏海伊特环保科技有限公司
        ",人力资源主管/专员,"
          5000-6000元
        ","员工关系
招聘
绩效管理",员工关系,"
          1-3年
        ","
          本科
        ",南通·如东·洋口," 
          20-99人
         
          环保
        "
"
          深圳市筷一点科技有限公司
        ",人力资源网络招聘专员/招聘经理,"
          6000-12000元
        ",网络招聘,网络招聘,"
          1-3年
        ","
          学历不限
        ",厦门·同安,"
          民营
         
          300-499人
         
          居民服务
        "
"
          烟台好将来企业管理咨询有限公司
        ",人力资源专员,"
          4000-6000元
        ",,,"
          1-3年
        ","
          大专
        ",烟台·莱山·黄海路,"
          民营
         
          1000-9999人
         
          咨询服务
        "
"
          北京中科航天人才服务有限公司
        ",人力资源综合客服,"
          8000-10000元·13薪
        ",全白班,全白班,"
          3-5年
        ","
          本科
        ",北京·丰台·东高地,"
          国企
         
          1000-9999人
         
          汽车金融
        "
"
          深圳市轴心自控技术有限公司
        ",人力资源专员（英语口语好）(J10250),"
          8000-13000元·14薪
        ","人力资源管理员
招聘
绩效管理",人力资源管理员,"
          1-3年
        ","
          本科
        ",深圳·龙华·观澜,"
          外商独资
         
          500-999人
         
          电子设备制造
        "
"
          武汉安桢瑞网络科技有限公司
        ",人力资源经理,"
          1.5-3万
        ","人事培训
招聘",人事培训,"
          3-5年
        ","
          本科
        ",武汉·洪山·关山,"
          民营
         
          300-499人
         
          计算机软件
        "
"
          上海浦东人才发展有限公司
        ",咨询顾问（人力资源）,"
          1-1.5万
        ",,,"
          经验不限
        ","
          硕士
        ",上海·浦东·张江,"
          国企
         
          100-299人
         
          社团/组织/社会保障
        "
"
          无锡飞锡科技有限公司
        ",人力资源助理,"
          4000-6000元
        ",招聘,招聘,"
          经验不限
        ","
          大专
        ",无锡·梁溪·清名桥,"
          股份制企业
         
          20-99人
         
          企业服务
        "
"
          朗松珂利(上海)仪器仪表有限公司
        ",人力资源行政经理,"
          1.5-2.5万·14薪
        ","薪酬福利
招聘
员工关系",薪酬福利,"
          10年以上
        ","
          本科
        ",嘉兴·桐乡市·梧桐街道,"
          合资
         
          100-299人
         
          农/林/牧/渔
        "
"
          苏州英格玛创业投资中心(有限合伙)
        ",销售经理（人力资源行业背景）Base全国,"
          8000-16000元
        ","渠道销售
区域销售
人力资源行业销售
人力资源外包
RPO",渠道销售,"
          3-5年
        ","
          本科
        ",上海·静安·天目西路,"
          民营
         
          500-999人
         
          投资/融资
        "
"
          长沙诸创传媒有限公司
        ",人力资源专员/助理,"
          4000-8000元
        ",招聘,招聘,"
          经验不限
        ","
          学历不限
        ",长沙·砂子塘," 
          20-99人
         
          文化艺术/娱乐
        "
"
          五洲汉风网络科技(北京)有限公司
        ",人力资源实习生,"
          180-200元/天
        ",招聘,招聘,"
          经验不限
        ","
          本科
        ",北京·西城·德胜,"
          国企
         
          20-99人
         
          互联网
        "
"
          山东联信智达人力资源有限公司
        ",人力资源招聘专员,"
          5000-8000元
        ","社会招聘
校园招聘
蓝领岗位招聘
技术岗位招聘
职能岗位招聘",社会招聘,"
          1-3年
        ","
          大专
        ",威海·环翠区·怡园街道,"
          合资
         
          20人以下
         
          咨询服务
        "
"
          湖南艾臣科技集团股份有限公司
        ",人力资源总监,"
          1.5-2万
        ","薪酬福利
组织发展
绩效管理",薪酬福利,"
          10年以上
        ","
          本科
        ",长沙·岳麓·麓谷,"
          民营
         
          100-299人
         
          生物工程
        "
"
          芜湖滨江康复医院有限公司
        ",人力资源主管,"
          6000-8000元
        ","招聘
薪酬福利",招聘,"
          经验不限
        ","
          学历不限
        ",芜湖·鸠江区·安徽芜湖鸠江经济开发区," 
          100-299人
         
          医院
        "
"
          广州博瑞资本控股有限公司
        ",hrd人力资源总监,"
          1-1.8万
        ","招聘
市场团队HRBP
中级人力资源管理师",招聘,"
          5-10年
        ","
          本科
        ",广州·天河·天河南,"
          股份制企业
         
          1000-9999人
         
          投资/融资
        "
"
          湖南华擎润滑新材料科技有限公司
        ",人力资源主管（五险包食宿）,"
          6000-8000元
        ","绩效管理
薪酬福利
人事培训",绩效管理,"
          1-3年
        ","
          本科
        ",长沙·浏阳·北盛,"
          民营
         
          20-99人
         
          化工
        "
"
          吉林银禾大世界商业综合体管理有限公司
        ",人力资源专员/助理,"
          3000-4000元
        ","人事培训
招聘
人力资源管理员",人事培训,"
          经验不限
        ","
          大专
        ",吉林市·越北镇," 
          20-99人
         
          物业管理
        "
"
          山东风声文化传播有限公司
        ",人力资源专员,"
          5000-6000元
        ",招聘,招聘,"
          1-3年
        ","
          大专
        ",济南·历城·港沟,"
          民营
         
          100-299人
         
          互联网
        "
"
          上海卓保商务信息咨询服务有限公司
        ",人力资源经理,"
          1.5-2万·13薪
        ","招聘
绩效管理
人事培训
人力资源策略规划
员工信息系统维护",招聘,"
          5-10年
        ","
          本科
        ",上海·浦东·陆家嘴,"
          民营
         
          100-299人
         
          咨询服务
        "
"
          深圳市尚美商业管理有限公司
        ",人力资源/人事岗,"
          7000-12000元
        ","绩效管理
招聘
人事培训
人力资源管理员
中级人力资源管理师
助理人力资源管理师",绩效管理,"
          1-3年
        ","
          本科
        ",深圳·福田·沙头,"
          民营
         
          500-999人
         
          物业管理
        "
"
          福建省海新集团有限公司
        ",人力资源开发与培训专员,"
          8000-12000元
        ",,,"
          3-5年
        ","
          本科
        ",漳州·龙海区·海澄镇,"
          民营
         
          1000-9999人
         
          农/林/牧/渔
        "
"
          北京银河智汇科技发展有限公司
        ",人力资源专员,"
          170-220元/天
        ",,,"
          经验不限
        ","
          本科
        ",北京·朝阳·呼家楼,"
          民营
         
          1000-9999人
         
          电气机械/电力设备
        "
"
          济南英格玛服务外包有限公司
        ",人力资源招聘专员,"
          4000-6000元
        ","技术岗位招聘
蓝领岗位招聘
职能岗位招聘
社会招聘
校园招聘
内部招聘",技术岗位招聘,"
          1-3年
        ","
          本科
        ",济南·历下·姚家,"
          股份制企业
         
          1000-9999人
         
          人力资源服务
        "
