原始文件数,清洗后文件数,清洗后总岗位数,省市全未知删除行数,标准化职位名称生成条数,福利待遇提取条数,工作内容可拆分条数,岗位技能要求可拆分条数,岗位福利可拆分条数,最低薪资可解析条数,最高薪资可解析条数,平均薪资可解析条数
14,14,8952,0,8952,459,3313,694,86,8808,8808,8808
