数据来源文件,公司名称,岗位名称,原始薪资,最低薪资元每月,最高薪资元每月,平均薪资元每月,关键词,标签,经验要求,学历要求,原始工作地点,标准工作地点,城市,区县,商圈乡镇,公司性质,公司规模,公司行业
线下运营.csv,烟台村小二农业有限公司,抖音运营经理,7000-10000元,7000.0,10000.0,8500.0,新媒体运营、抖音、小红书、门店运营、商家运营,新媒体运营,1-3年,大专,烟台·福山·福新,烟台·福山·福新,烟台,福山,福新,民营,20-99人,农副产品加工制造
线下运营.csv,新疆景盛房地产开发有限责任公司,民宿酒店经理,6000-8000元,6000.0,8000.0,7000.0,民宿管家、民宿销售、线上运营、线下运营,民宿管家,3-5年,大专,博尔塔拉·博乐市·达勒特镇,博尔塔拉·博乐市·达勒特镇,博尔塔拉,博乐市,达勒特镇,20人以下,房地产开发,未知
线下运营.csv,正大集团,门店运营管培生(J21951),8000-15000元,8000.0,15000.0,11500.0,运营方向、行政管理方向、销售方向,运营方向,经验不限,本科,广州·天河·天园,广州·天河·天园,广州,天河,天园,外商独资,10000人以上,农/林/牧/渔
线下运营.csv,吉利科技集团,民宿&销售主管,4000-6000元,4000.0,6000.0,5000.0,民宿管家、民宿销售、民宿开发、线下运营、线上运营,民宿管家,经验不限,大专,东方·东河镇,东方·东河镇,东方,东河镇,未知,民营,10000人以上,新能源
线下运营.csv,保利发展控股,民宿旅居店长,4000-8000元,4000.0,8000.0,6000.0,民宿管家、线上运营、线下运营、客户关系管理、营销策略制定、数据分析与优化,民宿管家,3-5年,本科,西双版纳·景洪市·嘎洒街道,西双版纳·景洪市·嘎洒街道,西双版纳,景洪市,嘎洒街道,国企,10000人以上,房地产开发
线下运营.csv,郑州江南春酒店有限公司,民宿主理人,6000-8000元,6000.0,8000.0,7000.0,民宿运营、线上运营、线下运营,民宿运营,3-5年,大专,郑州·荥阳·广武,郑州·荥阳·广武,郑州,荥阳,广武,民营,500-999人,酒店/民宿
线下运营.csv,悦活里,门店运营管培生（武汉）,7000-10000元,7000.0,10000.0,8500.0,未知,未知,1年以下,本科,武汉·硚口·长丰,武汉·硚口·长丰,武汉,硚口,长丰,民营,1000-9999人,零售/批发
线下运营.csv,重庆该南互联网科技有限公司,项目运营助理,5000-8000元,5000.0,8000.0,6500.0,运营经理、线下运营、产品运营,运营经理,经验不限,大专,重庆·渝中·石油路,重庆·渝中·石油路,重庆,渝中,石油路,民营,20-99人,互联网
线下运营.csv,深圳市安居乐寓住房租赁投资控股有限公司,长租公寓管家,6000-12000元,6000.0,12000.0,9000.0,公寓运营、公寓出租、长租公寓、线上运营、线下运营,公寓运营,经验不限,本科,深圳·宝安·石岩,深圳·宝安·石岩,深圳,宝安,石岩,国企,100-299人,房地产开发
线下运营.csv,河南大参林连锁药店有限公司,连锁药店运营管培生-上市集团龙头,6000-9000元·13薪,6500.0,9750.0,8125.0,销售方向、市场营销方向、运营方向、门店运营、电商运营,销售方向,经验不限,本科,新乡·牧野区·东干道街道,新乡·牧野区·东干道街道,新乡,牧野区,东干道街道,上市公司,1000-9999人,零售/批发
