数据来源文件,公司名称,岗位名称,原始薪资,最低薪资元每月,最高薪资元每月,平均薪资元每月,关键词,标签,经验要求,学历要求,原始工作地点,标准工作地点,城市,区县,商圈乡镇,公司性质,公司规模,公司行业
政府事务.csv,正则量子(北京)技术有限公司,政府关系专员,1-1.5万,10000.0,15000.0,12500.0,政府拓展、政策研究、政企合作,政府拓展,3-5年,本科,北京·海淀·燕园,北京·海淀·燕园,北京,海淀,燕园,20人以下,计算机硬件,未知
政府事务.csv,悦康药业集团股份有限公司,中央市场准入-医保,3-5万,30000.0,50000.0,40000.0,政府拓展、政策研究、政企合作、医保、中央、政府关系,政府拓展,经验不限,学历不限,北京·大兴·荣华街道,北京·大兴·荣华街道,北京,大兴,荣华街道,上市公司,1000-9999人,医药制造
政府事务.csv,开沃新能源汽车集团股份有限公司,对外事务部主管,1-1.8万,10000.0,18000.0,14000.0,政策研究、政企合作、政府拓展,政策研究,3-5年,本科,南京·溧水·柘塘,南京·溧水·柘塘,南京,溧水,柘塘,民营,1000-9999人,新能源
政府事务.csv,北京三快在线科技有限公司,美团骑行-政府事务专家(福建),面议,未知,未知,未知,未知,未知,5-10年,本科,厦门,厦门,厦门,未知,未知,上市公司,10000人以上,互联网
政府事务.csv,咏怀钟鼎,政策研究-公文写作-政府事务人才（文教体卫旅，城乡建设）,1.2-2万,12000.0,20000.0,16000.0,政策研制能力、熟悉政府事务,政策研制能力,3-5年,本科,北京·东城·东直门,北京·东城·东直门,北京,东城,东直门,民营,20-99人,咨询服务
政府事务.csv,北京诺赛基因组研究中心有限公司,政府事务经理,1.5-2.5万,15000.0,25000.0,20000.0,政府拓展、政企合作,政府拓展,3-5年,硕士,北京·大兴·荣华街道,北京·大兴·荣华街道,北京,大兴,荣华街道,国企,100-299人,医药制造
政府事务.csv,浙江省图灵互联网研究院,政策研究专员,1.2-1.8万,12000.0,18000.0,15000.0,未知,未知,1-3年,硕士,杭州·萧山·盈丰,杭州·萧山·盈丰,杭州,萧山,盈丰,社会团体,20-99人,学术/科研
政府事务.csv,隆基绿能科技股份有限公司,行政外联经理,1.3-1.8万·13薪,14083.33,19500.0,16791.67,行政、企管、外联,行政,1-3年,本科,保山·隆阳区·辛街乡,保山·隆阳区·辛街乡,保山,隆阳区,辛街乡,股份制企业,10000人以上,新能源
政府事务.csv,数码大方,26届校招-全国范围有岗：技术、销售、产品、研发、职能,1-2万,10000.0,20000.0,15000.0,未知,未知,经验不限,本科,北京·海淀,北京·海淀,北京,海淀,未知,合资,500-999人,计算机软件
政府事务.csv,云易智能技术有限公司,总经理助理,6000-10000元,6000.0,10000.0,8000.0,未知,未知,3-5年,本科,贵阳·南明·云关,贵阳·南明·云关,贵阳,南明,云关,民营,20-99人,IT服务
政府事务.csv,零重力飞机工业(合肥)有限公司,政务接待经理,1-2万·14薪,11666.67,23333.33,17500.0,未知,未知,3-5年,本科,合肥·肥西·桃花,合肥·肥西·桃花,合肥,肥西,桃花,民营,100-299人,船舶/航空/航天/火车制造
政府事务.csv,福州外语外贸学院,市场主管/经理,8000-15000元·13薪,8666.67,16250.0,12458.33,未知,未知,3-5年,学历不限,福州·闽侯·竹岐,福州·闽侯·竹岐,福州,闽侯,竹岐,事业单位,500-999人,培训/辅导服务
政府事务.csv,陕西燃威热力有限公司,政府关系,5000-9000元,5000.0,9000.0,7000.0,政府拓展、政企合作、政策研究、供热服务,政府拓展,经验不限,本科,西安·莲湖·红庙坡,西安·莲湖·红庙坡,西安,莲湖,红庙坡,民营,20-99人,电力/水利/热力/燃气
政府事务.csv,天地伟业,项目申报专员,1.2-1.8万·13薪,13000.0,19500.0,16250.0,政府申报项目、科技申报项目、知识产权申报项目,政府申报项目,3-5年,本科,天津·西青·张家窝,天津·西青·张家窝,天津,西青,张家窝,民营,1000-9999人,计算机硬件
政府事务.csv,青岛丽泉船舶科技有限公司,总经理助理,6000-9000元,6000.0,9000.0,7500.0,韩语,韩语,1-3年,本科,青岛·黄岛·灵山卫,青岛·黄岛·灵山卫,青岛,黄岛,灵山卫,其它,20-99人,船舶/航空/航天/火车制造
政府事务.csv,太平洋建设,经营总裁助理,7000-9000元,7000.0,9000.0,8000.0,行政管理、商务管理、销售管理,行政管理,经验不限,大专,湛江·雷州市·附城镇,湛江·雷州市·附城镇,湛江,雷州市,附城镇,民营,10000人以上,房地产开发
政府事务.csv,烟台市绿林五金有限公司,行政文员（投诉处理方向）,4000-6000元,4000.0,6000.0,5000.0,企业文化,企业文化,1-3年,本科,烟台·芝罘·通伸,烟台·芝罘·通伸,烟台,芝罘,通伸,民营,500-999人,电子商务
政府事务.csv,福耀集团,行政专员,6000-9000元·14薪,7000.0,10500.0,8750.0,后勤管理、接待事务、内勤管理,后勤管理,3-5年,本科,福州·福清·石竹,福州·福清·石竹,福州,福清,石竹,合资,10000人以上,汽车零部件
政府事务.csv,新疆数算电科技技术有限责任公司,综合办公室主任/主管（国企）,7000-9000元,7000.0,9000.0,8000.0,行政管理体系、接待事务、企业文化、政府关系维护,行政管理体系,5-10年,本科,哈密·伊吾县·吐葫芦乡,哈密·伊吾县·吐葫芦乡,哈密,伊吾县,吐葫芦乡,国企,20-99人,人工智能
政府事务.csv,深圳市朗坤科技股份有限公司,政府关系总监,2-3万,20000.0,30000.0,25000.0,政企合作,政企合作,1-3年,本科,北京·通州·九棵树,北京·通州·九棵树,北京,通州,九棵树,上市公司,1000-9999人,生物工程
政府事务.csv,先声药业,政府事务负责人（GA）,2-4万,20000.0,40000.0,30000.0,政府拓展,政府拓展,5-10年,本科,南京·玄武·玄武湖,南京·玄武·玄武湖,南京,玄武,玄武湖,上市公司,1000-9999人,医药制造
政府事务.csv,北京开元爱宠食品有限公司,市场专员,6000-8000元,6000.0,8000.0,7000.0,市场推广、市场调研,市场推广,1-3年,大专,北京·通州·九棵树,北京·通州·九棵树,北京,通州,九棵树,股份制企业,100-299人,农/林/牧/渔
政府事务.csv,东莞市超业精密设备有限公司,总经办专员/文员,6000-8000元·13薪,6500.0,8666.67,7583.33,资料管理、公文写作、会务活动、五险一金、节日福利、带薪年假、绩效奖金,资料管理,3-5年,本科,东莞·万江街道,东莞·万江街道,东莞,万江街道,未知,港澳台公司,1000-9999人,工业自动化
政府事务.csv,摩锐工业(山西)有限公司,项目申报主管,1-2万,10000.0,20000.0,15000.0,未知,未知,3-5年,本科,忻州·忻府区,忻州·忻府区,忻州,忻府区,未知,民营,300-499人,钢铁/有色金属冶炼及加工
政府事务.csv,北京三快在线科技有限公司,美团骑行-运营主管（深圳）,面议,未知,未知,未知,未知,未知,1-3年,本科,深圳·龙华·民治,深圳·龙华·民治,深圳,龙华,民治,上市公司,10000人以上,互联网
政府事务.csv,科伦药业,医药政府事务经理,面议,未知,未知,未知,政策研究、市场准入、医保局,政策研究,5-10年,本科,济南·历城·港沟,济南·历城·港沟,济南,历城,港沟,民营,10000人以上,医药制造
政府事务.csv,思安新能源股份有限公司,项目运营专员（公益）,4000-6000元,4000.0,6000.0,5000.0,线下活动,线下活动,1-3年,本科,西安·雁塔·丈八沟,西安·雁塔·丈八沟,西安,雁塔,丈八沟,民营,300-499人,电力/水利/热力/燃气
政府事务.csv,北京三安光电有限公司,政企关系高级经理,2-3.5万,20000.0,35000.0,27500.0,政企合作,政企合作,经验不限,本科,北京·西城·金融街,北京·西城·金融街,北京,西城,金融街,上市公司,10000人以上,电子设备制造
政府事务.csv,上海誉帆环境科技股份有限公司,政府事务总监 - 浙江,3-5万·14薪,35000.0,58333.33,46666.67,政府拓展、政企合作,政府拓展,5-10年,本科,杭州·上城·小营,杭州·上城·小营,杭州,上城,小营,上市公司,500-999人,专业技术服务
政府事务.csv,湘能楚天电力科技有限公司,董事长助理（代发岗位）,8000-12000元,8000.0,12000.0,10000.0,行政管理、商务管理,行政管理,1-3年,本科,长沙·雨花·同升,长沙·雨花·同升,长沙,雨花,同升,民营,100-299人,电力/水利/热力/燃气
政府事务.csv,亚太药业,政府事务总监/高级经理,1-1.5万,10000.0,15000.0,12500.0,政府拓展、政策研究、政企合作,政府拓展,3-5年,本科,绍兴·上虞区,绍兴·上虞区,绍兴,上虞区,未知,股份制企业,500-999人,医药制造
政府事务.csv,大进精密机械(丹阳)有限公司,人事行政专员,8000-10000元,8000.0,10000.0,9000.0,员工关系、招聘、绩效管理,员工关系,1-3年,本科,镇江·丹阳市·曲阿街道,镇江·丹阳市·曲阿街道,镇江,丹阳市,曲阿街道,外商独资,20-99人,贸易/进出口
政府事务.csv,珠海天晴航空航天科技有限公司,政策研究与申报岗位,8000-10000元,8000.0,10000.0,9000.0,科技申报项目、公司资质申报项目、政府申报项目、补贴申报、政策调研报告,科技申报项目,3-5年,本科,珠海·金湾区·红旗镇,珠海·金湾区·红旗镇,珠海,金湾区,红旗镇,民营,100-299人,船舶/航空/航天/火车制造
政府事务.csv,安姆科(中国)投资有限公司,EHS工程师,1-1.5万,10000.0,15000.0,12500.0,安全管理、职业健康管理、健康管理、注册安全工程师,安全管理,经验不限,本科,东莞·大朗镇,东莞·大朗镇,东莞,大朗镇,未知,外商独资,1000-9999人,印刷/包装/造纸
政府事务.csv,杭萧钢构(安徽)有限公司,外联专员/市场专员,6000-10000元·13薪,6500.0,10833.33,8666.67,政企合作、政策研究、项目申报、商务洽谈、资源管理,政企合作,1-3年,大专,芜湖·鸠江区·沈巷镇,芜湖·鸠江区·沈巷镇,芜湖,鸠江区,沈巷镇,民营,100-299人,房地产开发
政府事务.csv,北京宇海数联科技有限公司,技术研究专员,8000-16000元,8000.0,16000.0,12000.0,未知,未知,1-3年,本科,北京·朝阳·建外,北京·朝阳·建外,北京,朝阳,建外,民营,20-99人,人工智能
政府事务.csv,四川安缇图科技有限公司,高级商务经理（政府事务方向）,1-1.5万·13薪,10833.33,16250.0,13541.67,商务合作、渠道合作、政府客户、企业客户,商务合作,3-5年,本科,成都·青羊·苏坡,成都·青羊·苏坡,成都,青羊,苏坡,民营,20-99人,IT服务
政府事务.csv,深圳市禾望电气股份有限公司,项目管理工程师(J11103),8000-9000元,8000.0,9000.0,8500.0,研发项目,研发 项目,经验不限,本科,武汉·江夏·豹澥,武汉·江夏·豹澥,武汉,江夏,豹澥,上市公司,1000-9999人,新能源
政府事务.csv,武汉光谷人力资源服务有限公司,窗口服务人员,4000-5000元,4000.0,5000.0,4500.0,接待事务,接待事务,经验不限,本科,武汉·洪山·九峰,武汉·洪山·九峰,武汉,洪山,九峰,国企,100-299人,人力资源服务
政府事务.csv,辽宁昊明食品集团有限公司,行政后勤经理,8000-10000元,8000.0,10000.0,9000.0,制造业、食堂、宿舍、园区,制造业,3-5年,本科,沈阳·苏家屯·十里河,沈阳·苏家屯·十里河,沈阳,苏家屯,十里河,民营,1000-9999人,农/林/牧/渔
政府事务.csv,跨越速运,外联支持经理,8000-10000元,8000.0,10000.0,9000.0,政府拓展、政策研究、政企合作,政府拓展,1-3年,大专,上海·青浦·华新,上海·青浦·华新,上海,青浦,华新,民营,10000人以上,货运/物流/仓储
政府事务.csv,颐高集团,产业投拓专员,1.2-1.4万·13薪,13000.0,15166.67,14083.33,产业园,产业园,经验不限,本科,杭州·西湖·翠苑,杭州·西湖·翠苑,杭州,西湖,翠苑,民营,1000-9999人,房地产开发
政府事务.csv,天地伟业,总工办专员,1-1.5万·13薪,10833.33,16250.0,13541.67,科技申报项目、政府申报项目,科技申报项目,1-3年,本科,天津·西青·张家窝,天津·西青·张家窝,天津,西青,张家窝,民营,1000-9999人,计算机硬件
