数据来源文件,公司名称,岗位名称,原始薪资,最低薪资元每月,最高薪资元每月,平均薪资元每月,关键词,标签,经验要求,学历要求,原始工作地点,标准工作地点,城市,区县,商圈乡镇,公司性质,公司规模,公司行业
推广投放.csv,合肥墨格网络科技有限公司,应用商店APP投放,5000-8000元,5000.0,8000.0,6500.0,SEO/SEM/ASO推广经验、信息流投放经验、新媒体推广经验、工具类产品、安卓APP,SEO/SEM/ASO推广经验,1-3年,本科,合肥·瑶海,合肥·瑶海,合肥,瑶海,未知,其它,20-99人,互联网
推广投放.csv,新疆天缘通用航空有限责任公司,新媒体运营（2026年应届实习生）,1000-2000元,1000.0,2000.0,1500.0,短视频平台、抖音、快手、微信视频号、旅游类、医疗类、短视频运营、品牌运营、直播运营,短视频平台,经验不限,本科,乌鲁木齐·新市区·喀什东路街道,乌鲁木齐·新市区·喀什东路街道,乌鲁木齐,新市区,喀什东路街道,股份制企业,20-99人,客运服务
推广投放.csv,叮咚买菜,app推广专员 保底9000+,1.1-1.7万,11000.0,17000.0,14000.0,线下,线下,经验不限,学历不限,温州·平阳县·鳌江镇,温州·平阳县·鳌江镇,温州,平阳县,鳌江镇,上市公司,10000人以上,互联网
推广投放.csv,杭州夏歌信息技术服务有限公司,TikTok海外社媒推广（双休）,9000-15000元,9000.0,15000.0,12000.0,欧洲、美国、海外社交媒体投放、TIKTOK、INSTAGRAM、YOUTUBE,欧洲,经验不限,本科,杭州·滨江·西兴,杭州·滨江·西兴,杭州,滨江,西兴,民营,1000-9999人,电子商务
推广投放.csv,合肥任达人力资源有限公司,信息流广告投放,5000-10000元,5000.0,10000.0,7500.0,信息流推广,信息流推广,1-3年,本科,合肥·蜀山·南岗,合肥·蜀山·南岗,合肥,蜀山,南岗,100-299人,专业技术服务,未知
推广投放.csv,石家庄牧狼人商贸有限公司,天猫推广投手 爆款投放 关键词/人群优化,5000-7000元,5000.0,7000.0,6000.0,淘宝/天猫、店长、文化行业（图书期刊类目）、站内推广、直通车优化,淘宝/天猫,经验不限,本科,石家庄·鹿泉·上庄,石家庄·鹿泉·上庄,石家庄,鹿泉,上庄,民营,100-299人,电子商务
推广投放.csv,新东方教育科技集团有限公司,新媒体投放专员,1-1.5万,10000.0,15000.0,12500.0,媒介,媒介,1-3年,本科,杭州·钱塘·白杨,杭州·钱塘·白杨,杭州,钱塘,白杨,上市公司,10000人以上,培训/辅导服务
推广投放.csv,厦门歆澄跨境贸易有限公司,信息流广告投放专员,1-1.3万,10000.0,13000.0,11500.0,巨量引擎、表单投放,巨量引擎,1-3年,大专,厦门·思明·莲前,厦门·思明·莲前,厦门,思明,莲前,100-299人,电子商务,未知
推广投放.csv,南京四季物语生物科技有限公司,小红书推广专家,1.1-1.5万,11000.0,15000.0,13000.0,未知,未知,1-3年,本科,南京·玄武·玄武湖,南京·玄武·玄武湖,南京,玄武,玄武湖,民营,500-999人,电子商务
推广投放.csv,厦门掌上易购网络科技有限公司,信息流投放运营,8000-16000元,8000.0,16000.0,12000.0,广点通、巨量引擎、快手、快应用、IAA,广点通,1-3年,大专,厦门·思明·莲前,厦门·思明·莲前,厦门,思明,莲前,其它,20-99人,电子商务
