数据来源文件,公司名称,岗位名称,原始薪资,最低薪资元每月,最高薪资元每月,平均薪资元每月,关键词,标签,经验要求,学历要求,原始工作地点,标准工作地点,城市,区县,商圈乡镇,公司性质,公司规模,公司行业
调研分析.csv,浙江丝棠科技集团有限公司,市场调研分析,6000-12000元,6000.0,12000.0,9000.0,行业调研、竞品调研、产品调研、亚马逊、SHOPIFY、沃尔玛,行业调研,1-3年,本科,绍兴·柯桥区·柯岩街道,绍兴·柯桥区·柯岩街道,绍兴,柯桥区,柯岩街道,民营,500-999人,贸易/进出口
调研分析.csv,保圣那人才服务（上海）有限公司广州分公司,市场调研分析,1.4-2.5万·13薪,15166.67,27083.33,21125.0,行业调研、企业调研、商业调研、行业研究、日语营业、数据分析,行业调研,经验不限,本科,上海·虹口·北外滩,上海·虹口·北外滩,上海,虹口,北外滩,外商独资,20人以下,咨询服务
调研分析.csv,温氏股份,战略分析员 (MJ002426),8000-16000元,8000.0,16000.0,12000.0,企业管理咨询、行业研究、战略,企业管理咨询,经验不限,本科,云浮·新兴县·新城镇,云浮·新兴县·新城镇,云浮,新兴县,新城镇,民营,10000人以上,农/林/牧/渔
调研分析.csv,重庆云朵企业管理咨询有限公司长沙分公司,调研专员,5000-10000元,5000.0,10000.0,7500.0,未知,未知,经验不限,学历不限,长沙·岳麓·观沙岭,长沙·岳麓·观沙岭,长沙,岳麓,观沙岭,民营,20-99人,咨询服务
调研分析.csv,顺丰速运,市场调研分析岗,8000-10000元·14薪,9333.33,11666.67,10500.0,商业调研,商业调研,3-5年,本科,海口·秀英·西秀,海口·秀英·西秀,海口,秀英,西秀,上市公司,10000人以上,货运/物流/仓储
调研分析.csv,中盛评估咨询有限公司,行业研究分析助理,6000-8000元,6000.0,8000.0,7000.0,数据分析、行业分析、商业分析、数据处理,数据分析,经验不限,本科,苏州·金鸡湖,苏州·金鸡湖,苏州,金鸡湖,未知,民营,20-99人,专业技术服务
调研分析.csv,京博控股集团,市场研究助理,8000-12000元,8000.0,12000.0,10000.0,化工市场调研,化工市场调研,经验不限,本科,济南·历下·姚家,济南·历下·姚家,济南,历下,姚家,民营,10000人以上,石油/石化
调研分析.csv,北京三元食品股份有限公司,市场调研岗,8000-15000元,8000.0,15000.0,11500.0,用户调研、行业调研、竞品调研,用户调研,3-5年,本科,北京,北京,北京,未知,未知,合资,1000-9999人,快速消费品
调研分析.csv,山东七河生物科技股份有限公司,产品经理,8000-12000元,8000.0,12000.0,10000.0,策略产品、市场调研、数据分析、食品类、营销策划,策略产品,3-5年,本科,淄博·淄川区·将军路街道,淄博·淄川区·将军路街道,淄博,淄川区,将军路街道,股份制企业,1000-9999人,农/林/牧/渔
调研分析.csv,大岳咨询有限责任公司,分析师（贵阳）,8000-15000元,8000.0,15000.0,11500.0,咨询公司/智库,咨询公司/智库,经验不限,本科,贵阳·云岩,贵阳·云岩,贵阳,云岩,未知,民营,500-999人,咨询服务
调研分析.csv,华润置地,市场调研分析,9000-15000元·14薪,10500.0,17500.0,14000.0,市场策划、招商策划、品牌策划,市场策划,1-3年,本科,重庆·九龙坡·谢家湾,重庆·九龙坡·谢家湾,重庆,九龙坡,谢家湾,国企,10000人以上,房地产开发
调研分析.csv,成都越凡创新科技有限公司,市场调研分析专员（机器人赛道）,6000-10000元,6000.0,10000.0,8000.0,行业调研、企业调研、商业调研,行业调研,1-3年,本科,成都·郫都·合作街道,成都·郫都·合作街道,成都,郫都,合作街道,民营,100-299人,人工智能
调研分析.csv,保定市艳姐健康管理有限公司,不坐班市场调研员,1-1.1万,10000.0,11000.0,10500.0,未知,未知,1-3年,学历不限,保定·竞秀·大马坊,保定·竞秀·大马坊,保定,竞秀,大马坊,民营,20-99人,医美/健康服务
调研分析.csv,郑州画仟集电子商务有限公司,市场洞察/市场分析,6000-8000元,6000.0,8000.0,7000.0,用户调研、竞品调研、产品调研,用户调研,1-3年,本科,郑州·二七区·淮河路,郑州·二七区·淮河路,郑州,二七区,淮河路,民营,100-299人,电子商务
调研分析.csv,河南兴龙生物技术有限公司,市场调研员,6000-8000元,6000.0,8000.0,7000.0,竞品调研、产品调研、行业调研,竞品调研,1-3年,本科,新乡·卫滨区·中同街街道,新乡·卫滨区·中同街街道,新乡,卫滨区,中同街街道,民营,100-299人,医疗设备/器械
调研分析.csv,华润雪花,销售代表（拉萨）,8000-10000元·13薪,8666.67,10833.33,9750.0,市场调研、销售管理、快消品、办公软件、相关系统,市场调研,1-3年,本科,拉萨·堆龙德庆区·乃琼街道,拉萨·堆龙德庆区·乃琼街道,拉萨,堆龙德庆区,乃琼街道,国企,10000人以上,快速消费品
调研分析.csv,牧原股份,销售管培生（底薪8k起/包住宿/toB）,8000-15000元,8000.0,15000.0,11500.0,市场推广、市场拓展、整合营销、品牌营销、TOB、市场开发、市场调研,市场推广,经验不限,本科,朝阳·双塔区·燕北街道,朝阳·双塔区·燕北街道,朝阳,双塔区,燕北街道,上市公司,10000人以上,农/林/牧/渔
调研分析.csv,苏州极巡智能科技有限公司,产品调研岗(J46279),1-1.8万·15薪,12500.0,22500.0,17500.0,行业调研,行业调研,经验不限,本科,苏州·吴中·越溪,苏州·吴中·越溪,苏州,吴中,越溪,民营,20-99人,摩托车/自行车制造
调研分析.csv,湖北世纪睿东网络科技有限公司,7000+省内调研（包吃包住+晋升),7000-8000元,7000.0,8000.0,7500.0,用户调研、行业调研、产品调研,用户调研,经验不限,学历不限,武汉·洪山·关山,武汉·洪山·关山,武汉,洪山,关山,20人以下,互联网,未知
调研分析.csv,上海有色网信息科技股份有限公司,行业研究分析师,8000-10000元·13薪,8666.67,10833.33,9750.0,咨询公司/智库、英语可作为工作语言、二级市场研究经验、期货从业资格证,咨询公司/智库,经验不限,本科,杭州·上城·望江,杭州·上城·望江,杭州,上城,望江,民营,300-499人,互联网
调研分析.csv,广西瀚鸣科技有限公司,市场调研,3000-6000元,3000.0,6000.0,4500.0,用户调研、产品调研,用户调研,经验不限,高中,南宁·青秀·中山,南宁·青秀·中山,南宁,青秀,中山,20-99人,互联网,未知
调研分析.csv,寿光亿调研科技服务有限公司,市场调研,3000-6000元,3000.0,6000.0,4500.0,产品调研,产品调研,经验不限,学历不限,潍坊·寿光·圣城,潍坊·寿光·圣城,潍坊,寿光,圣城,其它,20人以下,电子商务
调研分析.csv,中国制浆造纸研究院有限公司,校招-新媒体编辑,8000-11000元,8000.0,11000.0,9500.0,新媒体、数字媒体、行业研究、编辑出版,新媒体,经验不限,本科,北京·朝阳·东湖,北京·朝阳·东湖,北京,朝阳,东湖,国企,100-299人,学术/科研
调研分析.csv,四川致远方略数据科技集团有限公司,语音调研回访专员,3000-5000元,3000.0,5000.0,4000.0,行业调研、企业调研,行业调研,经验不限,学历不限,绵阳·涪城区,绵阳·涪城区,绵阳,涪城区,未知,民营,300-499人,企业服务
调研分析.csv,合盛硅业,市场调研分析专员(J11595),7000-12000元,7000.0,12000.0,9500.0,竞品调研、行业调研、市场调研,竞品调研,1-3年,本科,宁波·慈溪·白沙路,宁波·慈溪·白沙路,宁波,慈溪,白沙路,股份制企业,10000人以上,石油/石化
调研分析.csv,上海提子记商务咨询有限公司,研究分析员,8000-12000元,8000.0,12000.0,10000.0,未知,未知,经验不限,本科,上海·普陀·长寿路,上海·普陀·长寿路,上海,普陀,长寿路,合资,500-999人,咨询服务
调研分析.csv,河北宜顺肉类食品有限公司,市场调研专员,4000-5000元,4000.0,5000.0,4500.0,产品调研,产品调研,经验不限,学历不限,沧州·海兴县·边务镇,沧州·海兴县·边务镇,沧州,海兴县,边务镇,民营,500-999人,农/林/牧/渔
调研分析.csv,雷蔓国际咨询顾问(北京)有限公司,市场调研专员,6000-10000元,6000.0,10000.0,8000.0,行业调研、竞品调研、市场数据收集、数据分析,行业调研,经验不限,学历不限,北京·朝阳·建外,北京·朝阳·建外,北京,朝阳,建外,民营,300-499人,咨询服务
调研分析.csv,山东诺尔生物科技有限公司,市场调研岗,6000-9000元·13薪,6500.0,9750.0,8125.0,行业调研、竞品调研、企业调研,行业调研,1-3年,本科,东营·广饶县·李鹊镇,东营·广饶县·李鹊镇,东营,广饶县,李鹊镇,民营,500-999人,石油/石化
调研分析.csv,徐州威卡电子控制技术有限公司,产品经理,8000-13000元,8000.0,13000.0,10500.0,市场调研、产品规划、需求分析、用户研究,市场调研,3-5年,本科,徐州·鼓楼区·东环街道,徐州·鼓楼区·东环街道,徐州,鼓楼区,东环街道,合资,500-999人,电子/半导体/集成电路
调研分析.csv,大岳咨询有限责任公司,分析师（杭州）,8000-15000元,8000.0,15000.0,11500.0,投资分析、行业研究、财务测算、报告编写,投资分析,经验不限,本科,杭州·上城·四季青,杭州·上城·四季青,杭州,上城,四季青,民营,500-999人,咨询服务
调研分析.csv,北京今时代乳业有限公司,产品经理/专员（研发向）,8000-15000元,8000.0,15000.0,11500.0,功能产品、市场调研、需求分析、用户研究、产品规划,功能产品,经验不限,本科,北京·石景山·苹果园,北京·石景山·苹果园,北京,石景山,苹果园,民营,100-299人,快速消费品
调研分析.csv,厦门市洋宇贸易发展有限公司,市场调研分析专员,5000-8000元,5000.0,8000.0,6500.0,产品调研、数据分析、市场调研,产品调研,经验不限,大专,厦门·思明·鹭江,厦门·思明·鹭江,厦门,思明,鹭江,民营,20-99人,贸易/进出口
调研分析.csv,山东隆众信息技术有限公司,市场分析师,3000-6000元,3000.0,6000.0,4500.0,双休、五险一金,双休、五险一金,经验不限,本科,淄博·张店区·四宝山街道,淄博·张店区·四宝山街道,淄博,张店区,四宝山街道,民营,1000-9999人,互联网
调研分析.csv,吉林省心研市场调研有限公司,市场调研员,25-40元/时,4400.0,7040.0,5720.0,企业调研、天津,企业调研,经验不限,学历不限,天津·和平·南营门,天津·和平·南营门,天津,和平,南营门,民营,20-99人,商业代理服务
调研分析.csv,中山快享成贸易有限公司,战略分析专员,7000-10000元,7000.0,10000.0,8500.0,战略分析、海外市场、分析师、行业研究、战略行业研究、投资机会扫描、财务,战略分析,1-3年,本科,中山·东区街道,中山·东区街道,中山,东区街道,未知,外商独资,100-299人,贸易/进出口
调研分析.csv,湖南省中弘投资管理有限公司,策划调研专员,5000-8000元,5000.0,8000.0,6500.0,行业调研、用户调研、企业调研、调研分析,行业调研,1-3年,本科,湘潭·岳塘区·荷塘街道,湘潭·岳塘区·荷塘街道,湘潭,岳塘区,荷塘街道,民营,500-999人,房地产开发
调研分析.csv,深圳中傲新瓷科技有限公司,市场调研分析,9000-15000元,9000.0,15000.0,12000.0,市场推广、市场调研、市场运营、汽车行业、国内市场,市场推广,1-3年,大专,深圳·光明·凤凰,深圳·光明·凤凰,深圳,光明,凤凰,合资,100-299人,学术/科研
